GroundTruth,Prediction
٢٦٣,٢٢
قدس السيد الجليل الفاضل دامة رياسَته,قد الدبي الضل ال ا ر
من رعيتهم فالقرية لا تقبل الجناز الا فى كنيسة الدير وحضراتهم لا يتنازلون الى اخذ الازن ولا يذهبون مع الجثه,من رعيتهم فالقريه لا نقبل الجناز الا فى كُنيسَة الدير وحضراتهم لا يتنازلون الى اخذ الازن ولا يذهبون مع الجثه
للآن بالحالة الحاضرة التي كدرة واشغلت افكار سَيادتكم واوجبت لنا ولعموم السَكان اضرار جمًة ولذلك اسَمحو ان سَيادتم نقول,لان بالحاة ملضره التي كدرة واشغلت افكار سَيادتكم واوجبت لنا ولعموم السَكاناضرار بجَه ولذلك اسَحوان سَيادتم اق
انه عيب وعار على من كانوا من مصاف رجال الذوات نكران الجميل والفضل ومكافآة فاعليه بالشر والعدوان ولحاق الضرر للامه..,انه عيب وعار على من كانوا من مصاف رجال الذوات فنكران الجميل والفاضل ومكافاة فاعليه بالشر والعدوان ولحاف الضرر للامه..
وبمان الاقرار بالجميل جميل نقول ان حضرات الابا الكرمليين المتوطنين عندنا في القبيات وحضرة الاب رئيسَهم العام اجروا من قديم,وبما ان الاقرار بالجميل جمبيل نقول ان حضرات الابا الكر ملبين المتوطنين عندنا فى القبيات وحضرة الاب رئيسَهم العام اجبروا من قديم
الزمان ولم يزالوا على اجرآ  كلما بوسَعهم من الاعمال الخيريه من تشييد المدارسَ للذكور والاناث وتعليمهم علاوناً عن اللغات ضروريات,الزمان ولم بذ الوا على اجبرآ كلما يوسَعهم من الاعمال الخريه من قشبيد المدارسَ للذكور والاناث وتعليهم علاوناً عن اللغفات ضروربا
حقايق التعليم المسَيحية حتى ظهرت ثمرة ذلك دخول عدة شبان وشابات للرهبنه المقدسَه. وفضلاً عن كونهم صارفين,صايق التعايم المسَبحية حتى ظهرت ثمرة ذلك دخول عدة شبان وشابات للرهبنه القدسَه. وفضلاً عن كونهم صارفين
اوقاتهم فى خدمة كرم الرب مستعينين بكاهنين من القريه معاً لاجل يقوموا عمومهم باسَتماع اعترافات الشعب الذي بكل احد,اوقاتهم فى خدمة كرم اربى مستعينين بكاهين ن القري معاً لاجل يقوموا عوهم باسَتماع اعزرا الشعب الذي بكل احد
وعيد ينوجد ميأَت متقدمة لمناولة القربان المقداسَ الح عمروا الجسَوره شيدوا الكنيسَه الجديده لاجل تسَع جماهيرنا,وعبد بنتوجد بيأت متقدمة لمناولة القربان المقداسَ الم عمروا الجسَوره شيدوا الكنيسَ الجديده لاجل سَع جماجها
دافعوا ولم يزلوا يدافعوا عنا ضد بكاوات واغاواة ومتاولة بلادنا صارين لنا برجاً حصينا تجاه الاعدآ حتى,دافعوا ولم يزالوا يدافعوا عنا ضد بكاوات واغاواة ومتاولة بالادنا صارين لنا برجاً حصينا نجاه الاعدآ حتى
ايها السَيد الجليل والراعي النبيل ماري انطون عرىضه الفايق الشرف والاحترام ادام لله,ايها السَد الجليل والراعي النبيل ماري انطون عرفضه الفاق الشراف والاحترام ام
بشخصه او بالكتابة عن كل ميتٍ بمفردهِ وبخضع لقانون الدير ولا يقبل بالدير الفقيد عند الضهر,بشخصهِ او بالكتيابة عن كل ميتٍ بمفردهِ وبخضع لقانون الدير ولا يقبل بالدير الفتقيد عند الضهر
ووقت النوم. وهذا بناقض كثيرا ما حررتوه لنا ولحضرة الخوري بطريسَ حبيس. وما قلتوه سَيادتكم,ووقت النوم. وهذا بناقض كثيرًا ما حررتوه لبنا ولحضرة الخوري لطريسَ حبيس. وما قلتوه سَيادتكم
لاحدنا اغناطيوسَ شفاهيًا. لانه ما بين يكون تنبيههم بطريقة اخبارية. او حضور الكاهن,لاحدنا اغناطيوسَ شفاهيً. لانه ما بين يكون تنبيههم بطريقية اخبادية. او حضور الكاهن
شخصياً او كتابًة. ابعاد كلي. واوامركم الذي ارسَلتوه لنا هي بخط الاب الخوري لويسَ السَمعاني,شخصياً و كتابة. ابعاد كلي. واوامركم الذي ارسَلتوه لنا هي بخط الاب الخوري بوليسَ السَمعاني
الذي نهديه وفور اشواقنا وتحياتنا الخ. وتحاريره لنا وللخوري بطرسَ بهذا الشان هي محفوظه,الذي لهذيه وقور اشواقنا وتحياتنا الخ. وتحاريره لنا وللخوري بطرسَي بهذا الشان هي محفوظه
معنا وقد اخذناها دسَتور العمل وظهرت في عموم القرية. فالان عجَبنا من هذا الانقلاب الذي,معنا وقد اخذناها دسَتور العمل وظهرت في عموم القرية. فالان عجتنا من هذا الانقلاب الذي
قد ظهر من هذا البادري. لانه عندما جمع الكهنة بعد اخذ ورد في الكلام ما طابقوا بمرغوبه,قد ظهر من هذا البادري. لانه عندما جمع الكهنة بعد اخذ ورد في الكلام ما طابقوا بمرغقوبه
كهنة الرعايا. قال لهم امًّا اختموا امَّا اطلعوا برَّا. فحنَيئذٍ طلعوا كهنة الرعايا ومعهم,ككهنة الرعايا. قال لهم امَّا اختموا امَّا اطلعوا برًا. محنَئذٍ طلعوا كهنة الرعايا ومعهم
الاب الخوري مخايل الذريبى ولم بق سَوى الكهنة الذين ليسَ هم بخدمة رعايا.. سيدنا ان حضرات,الاب الخوري مخايل الذيري ولم يق سَوى الكهنة الذين ليسَ هم بخدمة رعايا.. سَيدنا ان حضرات
الابا الريسَ يوسَف والبادري اسَتنذلاوس فهولا نحن نعرفهم بان اطابعهما قاسَية للغاية ومتى,الابا الرسَ يوسَف والبادري اسَتنذلاوسَ فهولا نحن لعرفهم بان اطابعهما قاسَبة للغاية ومتى
غب لثم انامكم الطاهرة المقدسَة والتماسَ البركة من فمكم الاقدسَ على الدوام. المعروض لسَيادتكم قبلاً تشرفنا بمرسَومكم الكريم,غب لثم انهامكم الطاهرة المقدسَة والتماسَ البركة من قمكم الاقدسَ على الدوام. المعروض لسَيادتكم قبلاً تشرفنا بمر سَوكم الكريم
نوهرفوا بشي يبقوا مصرين عليه. ولو كانوا غلطانين. وحضور البادري اسَتنذلاوس,توهرفوا بشي يبقوا مصرين عليه. ولو كانوا غلطانين. وحضور البادري اسَتنذلاوسَ
للقبيات قد ازاد الطين بلة وبحضوره جعل انشقاق وزعل اكثر من الاول. البادريه,للقنيات قد ازاد الطين بلية وبحضوره جعل اتشفاق وزعل اكثر من الاول. البادريه
٢٢٤,٢
بما خص مسَالة دير الابا الكرملتان. ومآله ان كهنة الرعايا اذا دعت الحاجة الي احتفال الجناز بدير الابا,بما خص مسَالة دير الابا الكرملتنان. وماكه ان كهنة الرعايا اذا دعت الحاجة الي احتفال الجناز لدير الابا
المذكورين فعلى كهنة الرعايا ان ينبهّوا حضرة ريسَ الدير بطريقة اخباريه قولاً  لاكتابة والان قد تشرفت,المذكورين فعلى كهنة الرعايا ان ينبهّا حضرة ريسَ الدير لطريقة اخبارية قوالاً لاكتابة والاك قد تشرفت
بتحرير سَيادتكم الثاني الذي تامرونا بهِ بتخليص دعوى ابن دميان من مرتموره. فحسَب امركم صرت,بتحرير سَيادتكم الثناني الذي تامرونا بهِ بتخليص دعوى اين دميان من مرتموره. فحسَب امركم صرت
تجري طبق اوامركم. وبذات التحارير توصونا ان نحضر نسَلم على الاب اسَتنذلاوسَ عند حضوره لقريتنا,تجري طبق اوامركم. وبذات التحارير توصونا ان تحضر نسَلم على الاب اسَتنذلاوسَ عند حضوره لقريتن
فحسَب امركم حضرنا سَلمنا عليه مع لفيف من كهنة واوجه. فكان سلامنا ضياعًا. حيث لم اسَتحقينا,فحسَب امركم حضرنا سَلمنا عليه مع لفيق من كهنة واوجه. فكان سَلامنا ضياعً. حيث لم اسَتحقينا
ان يسَقى احد قهوة. وتاني يوم ارسَل كرت محرر بهِ عن امركم واحضر الكهنة لعنده للدير وغب حضورهم,ان بسَقى احد قهوة. وثاني يوم ارسَل كرت محرر بهِ عن امركم واخضر الكهنة لعنده للدير وغب حضورهم
وحكي مسَتطيل اظهر لديهم (سَندات تعهد) منطوقها الاسَتئذان. وان كاهن الرعية مجبور يسَتاذن,وحكي مسَتطيل اظهر لديهم (سَندات تفهد) منطوقها الاسَتئذان. وان كاهن الرعية مجبور سَتاترن
عن القبيات في ٢ اب سنه ٩١٠,عن القبيات فى ٢ اب سنة ١٩١
منه ذالك فنسَترحم مخابرته. ونحن لا نعرف هذا الامر الاّ من يد سَيادتكم,منه ذالك فنسَترحم مخابرته. ونحن لا نعرف هذا الامر الاّ من يد سَيادتكم
كون لنا الدالة الكبيرة لديكم وبكل مجاسَرة نظرًا لأملنا بالحب الزايد بجسَرنا,كون لنا الدالة الكبيرة لديكم وبكل مجاسَرة نظرًا لأقلنا بالحب الزايد. بجسَرنا
لطلب اكثر من ذالك وبكل الامر لسَيادتكم وبالختام نقدم وافر احتراماتنا,لطلب اكثر من ذالك وبكل الامر لسَيادتكم وبالختام نقدم وافر اختراماننا
مكررين قبلات انامكم المقدسَة ايها السَيد الجليل                                                              ولد سَادىكم,مكررين  فبلات انا مكم الخفد سَة ايها  السَيد الجليل
لربما بلغ او يبلغ سَيادتكم ما اجريناه في قرية ممجز بفتح المقبره الجديده وتنفيذ,لربما بلغ او بلع سَيادتكم ما اجربتناه في قرتة مجز بفتخح الحغيره الجديده وتنفيذ
اوامر سَيادتكم نحن وحضره الاب الخوري بطرس حبيش والشيخ سلوم الياسَ. وذالك قد,اوامر سَيادتكم نحن وحضره الاب الخوري بطرلس حيش والشيخ سَلوم الياسَ. وذالك قد
تم بعد الجد والجهد وانشالله بدعا سَيادتكم سَتلغا كل المقابر التي فى هذا,تم بعد الجد والجهد وانشل بدعا سَيادتكم سَتلفا كل المقابر التي من هذا
النوع نرجو تحررو لحضرة الاب الخوري يوسَف الحاج بنقل المقبره عن البيوت وباب الكنيسة,النوع نرجو تحر وكره لهالخور يوسَف المحاج بنقل المقبره عن البيوت وباب الكنية
ونحن مسَتعدين لمسَاعدة ذالك,ونحن مسَتعدين لمسَاعدة ذالك
ايها السَيد الجليل وراعي الراعاه النبيل ماري انطون عريضه الفايق الشرف والاحترام ادام رياسته,ايها السَيد الجليل وراعي الراعاه النبيل ماري انطون عريضه القايق الشرف والاحترام ارام راس
غب لثم انامكم الطاهرة المقدسَة والتماسَ البركة عن فمكم الاقدسَ على الدوام. المعروض. لسيادتكم,غب لثم انامكم الطاهرة المقدسَة والتماسَ البركة من فمكم الاقدسَ على الدوام. المعروض. لسَيادتكم
بتحريري هذا واذكركم بانه في العام الماضي اوعدتم ولدكم بان تدبروا محل لولدكم ولدنا خليل,بتحريري هذا واذكركم بانه في العام الماضي او عدتم ولدكم بان تدبروا محل لولدكم ولدنا خليل
ووقتها دبرتم محل وقد حضر الجواب بوجود سَيادتكم لقرية عندقت. وهو بالايجاب,ووقتها ديرتم محل وقد حضر الجواب يوجود سَيادتكم لقرية عندقت. وهو بالابجاب
ولاجل ظروف احتوجتم سَيادتكم ان تعطوا محل ولدنا الي ابن الشيخ برهان عبدو وكان,ولاجل ظروف احقوجتم سَيادتكم ان تعطوا محل ولدنا الي ابن الشيخ برهان عبدو وكان
ذالك بمخابرتنا وارادتنا... فالان حتى لا نبرح من افكار سَيادتكم جئنا بمعروضنا,ذالك بمخابرتنا وارادتنا... فالان حتى لا نبرح من افكار سَيادتكم جئنا بعروضا
هذا وبهِ نلتمسَ القآ نظركم بتدبير محل بمدرسَة تكون موافقة للعلوم العاليه وبذالك,هذا وبهِ نلتمسَ القآ نظربكم بتدبير محل بمدرسَة تكون موافقة للعلوم العاليه وبذالك
تضاعفوا ولدكم ممنونية ونحن قدمنا معروض لسَعادة قنصلاتو فرنسَا في بيروت وطلبنا,نضاعفوا ولدكم منونية ونحن قدمنا معروض لسَمادة قنصلانو فرنسَا في بيروت وصلبنا
القبيات,القبيات
مع الريسَ وصلوا الاخوية بوجود الميت ووضع البطرشيل بعنقه وزيح تطوَّف في الكنيسَة ووقتها,مع الريسَ وصلوا الاخونية بوجود الحيت ووضع البطرشيل بعنقه وزيح نطوَّف في الكنيسَتة ووقتها
حتى لا نعمل سَجسَ وثورة ونصدهم بالقوة طلعت عموم الكهنة الخارج الدير ولم يبقى مع الميت,حتى لا نعمل سَجسَ وثورة ونصدهم بالفوة طلعت عموم الكهنة الخارج الدير ولم يقي مع الميت
الاَّ الراهب المذكور الذي عمل هذه المجاسَرة وسَاعد على اداسَة القوانين الذي ارجوك,الاَّ الراهب المذكور الذي عمل هذه المجاسَرة وسَاعد على اداسَة القوانين الذي ارجوك
تأديبه ارهاباً لغيره وبالاسَتقبال لا احد يتجرآ ان يرافق الاخوة على مأربهم خلاف,تأديبه ارهاباً لغيرة وبالاسَتقبال لا احد يتجرآ ان يراقق اللاخوة على مأربهم خلاف
هذا الراهب المذكور. واني اظن لا بل احقق ان سَكتم سَيادتكم عن قصاص هذا الراهب,هذا الراهب المذكور. واني اظن لا بل احقق ان سَكتم سَيادتكم عن قصاص هذا الراهب
اخاف ان يتجرى ويتجاسَر خلافه ويعود يمني الحال وانما الان لو نظروا ولو اقل,اخاف ان يتجرى ويجاسَر خلافه وبعود يمني الحال وانما الآن لو نظروا ولو اقل
قصاص لِمن يخالف ىمشي كل امر وبكل حال الامر لسَادتكم مولاى وسَيدى وبالختام,فصاص لحن يخالف لمشي كل امر وبكل حال الامر لسَادتكم مولاى وسَيدى وبالختام
اكرر لثم انامكم تانيا ولد سَيادىم,اكترر لثم انامكم تانيا
الخوري بطرس حسن,المورَى اطرس
ريسَ دير مار الياسَ عودين لم عرفت اسَمه,وليسَ دير مار الياسَ هودين لم عرفت اسَمه
واما قد حدث مؤخرا فى ٢٩ الشهر الحالي اي اب نهار الاثنين قد توفى شاباً من مزرعة القطلبة في القبيات,واما قد حدث مؤاخرا ف ٢ الشهر الحالي اي اب نهار الاثنين قد توفى شاباً من مزرعة القطلبة في القبيات
وسَالت من القربة القبيات فلم عرفتوه,وسَالت من القربة القبيات فلم عرفتوه
سَا أسَل من عندقت واخبر سَيادتكم عن اسَمه,سَا أسَل من عندقت واخر سَيادتكم عن اسمه
اذا لزم,اذا لزم
وقد كُلِف للحفلة كهنة عندقت والقبيات وصار اجتماع الشعب بدير الاب الكرملتان بالقبيات وغب نهاية,وقد كلِف للحفلة كهنة عندقت والقبيات وصار اجتماع التعب بدير الابالكرملتنان بالقبيات وغب نهاية
الجناز طلب ريسَ الاخوية يوسَف اسَكندر قايلًا ايها الابا كيف تريدوا هل نصلي الاخوية. فولدكم جاوبتُة,الجناز طلب ريسَ الاخوية يوسَف اسَكندر قايلا ايها الابا كيف تريدوا هل نصلي الاخوية. فولدتكم جاوبة
امام العموم قايلا ان القوانين المقدسَة والطقوس المارونية والمجمع اللبناني ينهي عن ذالك,امام العموم قايلا ان الفواتين المقدسَة والطقوسَ المارونيه والمجمع اللبناني بنهي عن ذالك
حتى ان سَيادته ايده الله برسَالتهِ الرعائية ينهينا عن ذالك وان اهل عندقت وكل ابرشية,حتنى ان سَيادته ايدهُ الله برسَالتهِ الرعانية بنهينا عن ذالك وان اهل عندقت وكل ابرشية
سَيادته منعت هذه الزوايد. حتى لو صليتم فلا يوجد كاهن يتمكن من التطوف بالدوره امام الميت,سَيادته منفت هذه الزوايد. حتى لوصلتم فلا يوجد كاهن يتمكن من التطوف بالدوره امام الميت
او باضافة ادني شي وقد خرجت الكهنة من الدير عمومهم مع كهنة عندقت. ولم احد تجاسَر,او باضافة اديني تي وقد خرحت الكهنة من الدير عمومهم مع كلهنة عندقت. ولم احد نجاسَر
وتجرآٍ مخالفة هذه الاوامر الاَّ  راهب قاطن بمار الياسَ عودين يدعى قد هيج الاخوة,ونجرآِ مخالفة هذه الاوامر الاَّ راهب فاطن بمار الناسَ عودين يدعىقد هيج الاخوة
عن القبيات فى ١ ايلول سنة ١٩١٠,عن القبيات فى ١٢ ايلول سنة ١٩٠
عمّا يوزعون الحسَنات لكهنة القبيات ولكن ليسَ بصورة دايمة ومسَوكرين الكهنة لدفترهم. بل انه,عمّا بوزعون الحسَنات لكهنة القبيات ولكن ليسَ بصورة دايمية ومسَوكرين الكهنة لدفترهم. بل انه
اوقاتًا كثيره لا يكن عندهم ولا يتمكنون من اعطآءِ شي من هذه الحسَنات وذالك عندما لا يكن بيدهم,اوقانا كشره لا يكن عندهم ولا يتمكنون من اعطاآءِ شي من هذه الحسَنات وذالك عندما لا لكن بيدهم
ونلتزم نراجعهم امرارًا. وحنئذٍ اي بوقت لا يكن عندهم تضحى الكهنة ما عندهم شيء من القداس. نعم,ونلتزم نراجعهم امرارًا. وحنئذٍ اي يوقت لا يكن عندهم تضحى الكهنة ما عندهم شيء من القداسَ. نعم
عرفت ان كهنة ديرهم الذين عمّا يقدسَوا بالدير متل الخوري ابراهيم الذريبى والصافتلي هولا معيَّن لهما ٢٥,عرفت ان كهنة ديرهم الذمين عمّا بقدسَوا بالدير مثل الخوري اراهيم الذريبي والصافالي هولا معيّن لهما ٥٥
قداس شهري دايماً واما خلافهم من كهنة القبيات كهنة الرعايا فليسَ من ذالك بل ان كان,قداسَ شهري دايماً واما خلافهم من سَهنة القبيات كهنة الرعايا فليسَ من ذالك بل ان كاف
عندهم يعطونا وان ما وجد نضحى بلا قداسَ. وصرنا قديرين ان نقدسَ على دفتر خلافهم. ونقدم,عندهم يعطونا وان ما وجد نضحص بلاقداسَ. وصرنا قديرين ان تقدسَ على دفتر خلافهم. ونقدم
وصولات لِمن يعطينا حسَنتها هذا ما تحقق لدينا من الكهنة. راجيًا من سَيادتكم ان تكرموا بارسَال,وصولات لمن يعطينا حسَنتها هذا ما تحقق لدينا من الكهنة. راجبً من سَيادتكم ان تكرموا بارسَال
ثمانية او سَتة نسَخ من الرسَالة الرعائية لنوزعها على كهنة رعايا عندقت واجوارها,ثمانية او سَتة نسَخ من الرسَالة الرعائية لنوزعها على كهنة رعايا عندقت واجوارها
يتلوها على مسَامع الشعب وقد طلبوا منا ذالك. من مدة عشرة ايام قد دعينا لعندقت,نلوها على مسَامع الشعب وقد طلبوا منا ذالك. من مدة عشره ايام قعد دعينا لعندقت
لحضور حفله جناز فقيدة خاصة مشايخ بيت الخوري وغب انتها الجناز افتكر الشعب ان يقولوا,لحضور حفله جناز فقيدة خاصة مشايخ بيت الخوري وغب انتها الجناز افتكر الشعب ان يقبولوا
ايها السَيد الجليل الكلى الشرف والطوىى ماري انطون عريضه الفايق الاحترام ادام الله سَمو رىاسَته للدوام,ايها السَيد الجليل الكلى الشراف والطوس ماري انطون عريضه الفايق الاترام ام ال لملروسَ لَ
زياح الاخوية ويعملوا طواف بالكنيسَة حسَب العادة القديمة فالابا كهنة عندقت وبماعيتهم,زباح الاخوية ويعملوا طواف بالكنيسَة حسَب العادة القديمة فالابا كهنة عندفت وبماعيتهم
ولدكم لاشينا هذه العادة وخضعوا لاوامر سَيادتكم  بحسَب المجمع اللبنانى,ولدكم لاشينا هذه العادة وخضعوا لاوامر سَيادتكم ومووا بحسَب المجمع اللبنان
غب لثم انامكم الطاهرة المقدسَة والتماسَ البركة من فمكم الاقدسَ على الدوام المعروض بحسَب امركم الكريم صار توجهنا,غب لثم انامكم الطاهرة المقدسَة والتماسَ البركة من فمكم الاقدسَ على الدوام المعروض بحسَب امركم الكريم صار توجها
لعزير ولممجز وكفرنون ويرفقنا حضرة الاب الخورى يوسَف حنا. وقد جمعنا العشور. وعتيد ان يتقدموا,لعزير ولممجز وكفرنون ويرفقتنا حضرة الاب الخوزرى يوسَف حنا. وقد جمعنا العشور. وعنيد ان لتقدموا
لسَيادتكم مع الاول مع فضلة ما بقي عندنا. وانشالله ليدكم ىالسلامة. واما عشور قرية عندقت فالخوري,لسَيادتكم مع الاول مع فضلة ما بقي عندنا. وانشال ليدكم بالسَلامة. واما عشور قرية عندفت فالخوري
جرجسَ تحومى والخوري يوسَف الخوري سَيدفعوا ليدى عشور رعاياهم اما الخوري فرح فكره يقدم ذالك,جرجسَ محوس واخوري يوسَف الخوري سَيدقعوا ليدى عشور رعاياهم اما الخوري فرح فكره بقدم ذالتك
راسًا لسَيادتكم كما قد قال لنا. قد اطلع على تحريري السَابق الذي نوهتم سَيادتكم بهِ انكم قد عرفتم ان,راشًا لسَيادتكم كما قد قال لنا. قد اطلع على تحريري السَابق الذي نوهتم سَيادتكم بهِ انكم قد عرفتم ان
كهنة القبيات وجوارها عمَّا تقدسَ على دفتر الكرملتان. وان الكهنة عندنا قدموا لسَيادتكم وصولات ايضا,كهنة القبيات وجوارها عمَّ تقدسَ على دفتر الكرملتان. وان الكهنة عندنا قدموا لسَيادتكم وصولات ايضا
وهذا التحرير اتطلع عليه الابآ الكهنة عندنا وبعد التدقيق والفحص تأكد لنا. ان حقيق الابا الكرملتان,وهذا التحرير اتطلع عليه الابآ الكهنة عندنا وبعد التدفضيق والفلحص فأكد لنا. انه حقيق الابا الكرملنا
أيها السَيد الجليل الفاضل مار انطون عربضه الكلى الشرف والفايق الاحترام دامة رياسَتة للدوام,ايها السَيد الجايل الفاضل مار انطون عريضه الكل المشرف والفايق الاحترام دامة رياسَتة للدوام
والقريه اصبحت محصوره لا احد يتجرع الخروج منها كلياً لغاية هذه السَاعه ما قابل عطوفة المتصرف انما بعد الضهر انشالله تقابله ونعود نعرض,والقرية اصبحت محصوره لا احد يتخجرع الخوج منها كلباً لغاية هذه السَاعه ما قابن عطوفة المتصرف انما بعد الضهر الشطاقاله ود ور
عبدالله ضاهر,عد
لسَيادتكم بما يجدً معنا ارجوا عدم ابراحي من دايرة الضمير مكراراً لثم انامكم الطاهرة  فى ٢٧ ايلول ١٩١٠             ولد سادكم,سَيادتكم بما يجيد منا ارجوا عدم اراجي من ايرة الضير ماً ثم م مار        ى
ان وجدتم موافق تحرير لقنصل فرنسَا بالمسَاعدة تكرموا بهِ,ان وم واف تحرير لفضل قرشَ بامسَاع
غب لثم انامكم الطاهرة والتماس بركتكم الالهية نعرض من بعد مفارقة سَيادتكم بالسَلامه توجهت لعكار مررنا لحلبا مركز قضانا وجدت,ب مث انامكم الطاهة والتاى بركتكم الالهية عرض من بعد مفارقة سَيادتكم بالسَلامه وتوجهنت لعكار مرنا لحلبامركد قضانا وجدتن
حكومة شكلة قومسَيون لمعاينة القرعه العسَكريه العموميه على المسَيحين وغير المسَيحين عن سنه ٣٢٦ وتعين ولدكم عضواً لذاك القومسَيون,حكومة شكالة قومسَيون لمعاينة القرعه العسَكريه العموميه على المسَيحين وغير المسَبيحين عن نة ٣ وتعين ولدكم عضواً لذاك القوسَيون
وحيث ان هذه الملاحظه الايله لخير العموم التمسَ بحقوق البنوه تتكرموا بتعيين نايب عن سَيادتكم خلاف عن السَابق الذى من بعد وصولنا,وحيث ان هذه المالاحضظه الايله نخيرالمعوم التسَ بحفوق البنوه نتكرما بتعيين نابا عن سَيادتكم خلاف عن السَابق الذى من عد وصولنا
للقبيات واشاعة خبر القرعه ضجًت الاهالي من اعادة السَابق وطلبوا منه الدراهم التى اخذها من بعضهم في المده الماضيه بدون ان يحصلوا على ثمره,للقبات واشاعة خبر القرعه ضجتًَ الاهال من اعارة السَابق وطبو من الداهم التى اخذها من بعضهم في المده الماضيه بون ان يصوا على م
وحيث ذلك كذلك وحفظاً لشرف الطايفة قدمت عريضتي هذه كي تتكرموا بكاهن خلافه يكن عفيف وشريف السَيرة خوفاً من اعادة الماضي,وحيث ذلك كذلك وحفظاً لراق الطايفه قدمت عريضتي هذاه لفي تكرموا بكاه خلافه بكن عفيف وشريقا السَيرة خوفاً من اعادة الماضي
وعند فكري ان سَيادتكم ترجحون الخورى يوسَف الحاج بالنظر لسَنه ومركزه في الناحيه تجاه الطايفه ومع هذا راجع الامر لسيادتكم.,وعند فكري ان سَيادتكم ترجحون الخورى يوسَف الجراج بالنظر لسَنه وركنره فى الناصيه تجاه الطافيه ومع هذه راجع الامر لسيادتكم.
ولدكم رجعت البارح لطرابلسَ بسَبب التعدي والهياج الذي حصل علينا من بعض اغاواة الدنادشي عشيرة بية الحسَن الذين بيوم واحد,ولدكم رجعت البارح لطرابلسَ بسَيب التعدي والهياع الذي حصل علينا من بعض اغاواة الدنارشاي عشيرة بية الحسَن الذين بيوم واحد
وهو يوم الجمعه سَلبوا من ابنآ القبيات فى الطريق اربعة عشر بغل عدى النقود والحبوب واوسَعوهم ضرباً مولماً وحالتنا حرجه للغاية,ويوم الجعه سَلبوه من ابناآ البيات فى الطريق رعة عشر يلعدى المفودر والجوب واوسَعوهم ضرياً وماًوحالت حجه هلفاي
حضرات الابا الجليل الفاضل الباري يوسَف ريسَ عام الرهبان الكرملين في سَوريا الجزيل الاحترام ادام بقاه,حضرات الابا الجليل الفاضل البادري يوسف ريسَ عام الرهبان الكرملين في سَواريا الخزيل الاحترام ادام ع
ما سَمعنا ان احد قدر منع ما منعتم بهِ حضرتكم. الآن تطلبون ان امضي واختم لحضرتكم ان,ما سَمعنا ان احد قدر منع ما منعتم بهِ حضرتكم. الآن نطلبون ان امضي واختم لحضرتكم ان
وقتاًمآ نريد نجنز بالدير ان نسَتميح من حضرتكم. فهذا لا نقدر عليه بل حضرتكم خاطبوا,وقًا مآ نريد نجنذ بالدير ان تسَتحيح من حضرتكم. فهذا لا نقدر عليه بل حضرتكم خاطبوا
سَيادة السَيد الجليل والراعي النبيل المطران انطون عريضه الفايق الشرف والاحترام. ونحن صرنا نحرر لسَيادة,سَيادة السَيد الجليل والراعي النبيل المطران انطون عريضه القايق الشرف والاحترام. ونحن صرنا لحرر سَاد
بهذا الصدد وبدون امر سَيادته ايدهُّ الله لا نحرك ولا نعمل شيء مطلقًا. والحقوق المطلوبة للرعايا,بهذا الصدد وبدون امر سَيادت الدّا اله ل لتذرك ولا تعمل شي مطلقًا. والحقوق المطلوبة للردعايا
على موجب الوقفيات. ان تكن مدرسَة وباب الكنيسَة مفتوح وشمعتين تتضوى على المذبح,على موجب الوقفيات. ان تكن مدرسَة وباب الكنيسَة منفوح وشمعين نتضوى على المذبح
وهكذا الشعب بطلب منا حسب ما مر عليه الزمان. وقد وضعوا في عمار الكناسَي شغل بدنًا ونقدًا,وهكذا الشقب بطلب منا حب با مر عليه الزمان. وقد وضعوا في عمار الكنساسَ شغل بيدنا ونفقدًا
وبالختام نكرر لثم اياديكم فى ٤ تشرين ثاني  ٩١٠ تسعماية وعشرة,وبالختام نكرر لثم ايادركم فى ٤ تشرين ناني سن ٩٣١ نسَماية وعشرض
مسىمد الدعا مسَتمد الدعا,متمد الدعامستخد الدعا
الحورى ىوسف حنا  الحورى بطرس,الحودى ىوسوحا   الخورى ىطرس
خادم القبات,خادم القيات
غب لثم ايديكم والثماسَ دعاكم. نعرض. كون الان حطونا بتحريركم الحاوي رفضكم قبول الجنازات في كنيسَتكم اي دير,غب لثم ايديكم والتماسَ دعاكم. نعرض. كون الان حطونا بتحريركم الحاوي رفضكم قبول الجنازات في كنيسَتكم اي دير
حادم صهر الىلان             حسن,صادم حهر الىلان     ح
ماري دوميط. وان يجب على كهنة الرعايا الاسَتسَماح من حضرتكم عند اخذ الجنازه وان نمشي ضمن قانون,ماري روميط. وان يجب على كهنة الرعايا الاسَتسَماح من حضرتكم عند اخذ الجنازه وان نشي ضمن قانوت
كنسَيتكم بما تامرون. فعليه نجيب حضرتكم على ذالك ايها الاب. ان الدير الموجود بالقبيات هو وقف احدنا,كنسَيتكم بما نامرون. فعليه نجيب حضرتكم على ذالك ابها الاب. ان الدير الموجود بالقبيات هو وقف اهدنا
آل حبيش مع كل ما هو ملاصقه من الاملاك موقوف منذ ٦١ سَنة واكثر. وان هذا الوقف قد,آل حبيسن مع كل ما هو ملاصقه من الاملاك موقوف منذ ٦١ سَنة واكثر. وان هذا الوقف قد
