GroundTruth,Prediction
مينه وال پرې ډېر په اسانه پوهېږي .چې ستړي زړونه,مينه وال پرې ډېر په اسانه پوهېږي چې سړي زړونه
اوږده او ځانګې ځانګې خواره کړه او په همدې کمپوز يې په,اوږده او ځانګې ځانګې خواره کړه اوه په همدې کمپوز يې په
افضل خان اؤ مجاهد خان درې واړه ماشومان وو، ځکه چې خوشحال بابا صدر خان,افضل خان او مجاهد خان ددې واړه ماشومان وو، ځکه چې خوشحال بابا صدرخان
ايكی يوه دا نسخه ده. د مخلص د ديوان دا متن كه هر كله,ايكی يوه دا نسخه ده. د مخلص د ديوان دا متن كه هر كله
د سترو ليکوالو ټولې خوبۍ په ځان کښې لري.,د سترو ليکوالو ټولې خوبۍ په ځان کښې لري.
اوکړې ـ رادق ، بيليو ، بيډلف او ډاکټر ټرمپ د پښتو,اوکړي ـ رادق ، بيليو، بېډيف او ډاكټر ټرمب د پښتو
مثلاً خوشحال خان او رحمان بابا دواړه مونږ ته خپل استقامت، صبر,مشلاً خوشحال خان او رحمان بابا دواړه مونږ ته خپل استقامت، صبر
پوهه دے او خبر دے۔ ځکه خو د سياست په لاره وي،نه دې,پوهم دے او خبر زے. ځله خو د سياست په لاره وي۔ که دې
کوږ نظر د دلربا يم٣١,کور نظر د د لربايم١
ځان ته پرځوه اشنا,ځان ته پرځوه اشنا
پښتونخوا يو فراخه او ويړ چاپېر چل لرى. د غريزو او ښارى,پښتونحوا يو فراخه او ويړ چاپېرچل لری. د غريزو او ښاری
دا ورځې سپورې دي جانانه,دا ورځې سپوري دي جانانه
سيد انوارالحق كړې وه. دغه,سيدانوارالحق كړې وه دغه
والله که څوک هم په سحر او په ماښام پوهېږي,والله که څوک هم په سحر او په ما ښام پوهېږي
د كتاب وړومبی درې مخه د پروفېسر محمد نواز طائر,د كتاب وړومبی د دې مخه د پروفېسر محمد نواز طائر
د پوره قيصې د لوستلو وخت نۀ وي نو دلته ددې,د پوره قيصې د لوستلو وخت نۀ وي نو دلته د دې
د خپل دښمن سره په نره عداوت به کوو,د خپل دښمن سره په نره عداوت به کوو
تصور کېږي هغه د پښتنو په معاشره کښې من حيث القوم,تصور کېږي هغه د پښتنو په معاشره کښې من حيث القوم
د سترګو تور د زړۀ ټکور ئې,د سترګو تور د زړۀ ټکور ئې
کۀ غور اوکړے شي نو دغې ته سندرې وئيل نۀ دي پکار، بلکې,که غور اوکړے شي نو دغې ته سندرې وئيلې نه دي پکار، بلکې
خلاف خلاف د شر دے,خلاف خلاف د شر دے
نورو ډېرو شاعرانو ترقي پسنده رجحان خپل کړو او په,نورو ډېرو شاعرانو ترقي پسنده رجحان خپل کړو او په
ستا په شين بېرغ   باندې همېش دې وي سلام,ستا په شين پېرغ باندې همېش ديا وي سلام
د چا د حسن د وسعت تپوس زما نه اوکړه,د چا حسن د وسعت تپوس زما نه اوکړه
اصيلان په محبت باندې پوهيږي,اصيلان په محبت باندې پوهېږي
بندوبست د كائنات شي په خبرو,د
خوشبخته په مړه ګېډه د هضم په رفتار دي,خوشبخته په مړه ګېډه د هغم په رفتار دي
چې هغه دَ موسیٰ عليه سلام کومه قيصه ليکلې ده هغه هم دَ قصيدې,چې هغه د موسي عليه سلام کومه قيعه ليکلې ده هغه ه دَ قصيدي
دے لمانه کوروکردے,دے لمانه کور وکر دے
ستا نشه ده د عرفان نه کشيد شوي,ستا نشه ده د عرفان نه کشيد شوې
مونږ خبره کړې ددې خاؤرې ددې خــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــلقو ده,مونږ خبره كړې د دې خاؤ دې ددې
تۀ زما زړۀ زما جانان ئې,ته زما زړۀ زما جانان ئې
دَ نوي خيالاتو، سهولتونو اؤ دَ نوي نسل په انټرنيټ,د نوري خياراتو، سهولتونو اؤ د نوي نسل په انټرنيټ
سماجي او سياسى  حالاتو تر مخه د سماجي شعور دا غږ ډېر شدت او تيزۍ سره,سماتي او سياسي حالاتو قرمخه د سماجي شعور داغږ ډېر شدرت او تېزۍ سره
اوسپارلے شوه چې تر څلورو کالو پورې,او سار ليے نشوه چې تر څلورو کالو پورې
سر بند نجيب د خپل دور يو منلے شوې شاعر ؤ,سربند نجيب د خپل دور يو متلے شوی شاعر ؤ
"د شېخ رحمکار نامه صرف "" کستېر"" ښودلې ده. او د ""ګل"" لاحقه","د شېخ رحمکار نامه صرف"" کشېرښودلې ده ـ او دَ ګل لاحقه"
داسې دين ئې دے راوړے چې کامل دے مکمل دے,داسې دين ئې دے راوړے چې کامل دے ممکمل دے
نو ويلے شو چې د هېڅ ادبي مکتب پېدايښت، جوړښت او پايښت,نو ويلے شوې چې هېڅ ادبي مکتب پېدايښت، چوړښت او يايښت
چې دنيا ومافيها واړه فاني دي,چې دبنيا و مافيها واړه فاني دي
ته که په خپلو اداګانو باندې فخر کوې,د په  د ک  که ي
راشه کنه! وګوره نړۍ اور لګېدلے دے,راشه کنه اوکوره نړۍ اور لګيدلے دے
سازونه,سازونه
شائع شوی پمفلټ كښې ليكلی دی,شائع شوی پمغلټ كښې ليكی دی ـ
چې د دشمنۍ او تربورولۍ په صورت کښې په,چې د دشمنۍ او تر يورول په صورت كښې په
کپنۍ په دلچسپۍ د مولانا عبدالقادر په تمهيد چاپ,كمينې په دلچسپۍ د مولانا عبدالقادر په نمهيد چاپ
مدد اوکړو. غشام خېبري ئې قتل کړو. او مدينې ته ئې په اوشانو ډېر,مرد اوکړو ـ  عشام خېبرې ئې قتل کړو ـ  او مدينې ته ئې په اوشانو ډېد
دلته دېره دي د تهذيب د اثاثودلته دېره دي د تهذيب د اثاثو,دلته ډېره دې تهايب د اشاثو
ژوند مې سورې سورې څادر دے اؤ وريږي,ژوند مې سوري سوري څادر دے اؤ ورېږي
یو شور شو چی غنی په محبت کی لیوانی شو,يو شور شو چې غني په محبت کے ليواني شو
نظم                     (نېک محمد عادل),(نيک ممو عادل)
دے ـ کوم چې خوشحال بابا وران کړي دي ـ دا نوم زما پۀ خيال طالع مند وۀ,دے ـ کوم چې خوشحال بايا وران کړي دي ـ دانوم زما په خيال اع ن
په نامه يادولے شي ـ  اکبر يوه ډېره زبردسته انتظامي,په نامه يارولے شي ـ اکبر يوه ډېره زبروسته انتظامي
داسې تصورات او داسې ګټورې اشارې موجودې دي چې د راتلونکو,داسې تصورات او داسې ګټورې اشارې موجودې دي چې د راتلونکو
ځينې ذيلي خيلونه تشکيلوي ـ لکه پۀ لاندې ډول ـ ونړيڅي:,ځينې ذبيلې خپلونه تشکيلوي لکه پۀ لانرې ډول ـ ونړېڅي:
وي او دومره قيمتي ئې ګڼي دا اوښکه چې د عالم په خزانو,وي او دومره قيمتي ئې ګڼې دا اوښکه چې د عام په فزرانو
پاک فوځ دَ وطن په سومنات دے ورروان,پاک فوځ د وطن په سومنات دے درروان
داؤد په نهم پُشت کښې د حضرت سيدنا ادم بنوري نمسے دے,داؤد په نهم پشت کښې د حضرت سيدنا ادم بنوري نمسے دے
دويمه لنډه مصرعه وي ـ  سادګي او اسان الفاظ دَ لوبې خاصه ده ـ  دَ,دويمه لنډه مصرعه وي ـ  سادګي او اسان الفاظ دَ لوبې خاصه ده ـ دَ
ترجمې دا انداز په ګوته کولو دپاره ددې کتاب د يوې,ترجمې دا انداز په ګوته كولو د پاره د دې كتاب د يوې
ټوقې مسخرې کولې اومشرانو اوسپين روبو به ترې نه ځان ژغورلو بياڅه موده,ټوقې سخرې کوي او مشرانو او سپين اوبو بې ترې نه ځان ژغور لو بيا څه موده
خاکساري ئې اغوستن جامه څادر دے,خاکساري ئې اغوستن جامه څارر دي
نــــــۀ آصــــــــف د بـــــــــــرخيا,نۀ اصف د برحيا
خدايه وساتې وطن د بد انجام نه,خداپه واتې وطن د بداځام نه
پښتونولي پښتانه نر او ښځې د پښتنې معاشرې د ژوند,پښتونولۍ پښت نه نر او ښځې د پښتنې معاشرې د ژوند
که سوک يې ټـولـه ورځ غيبت راته کوينه,که سوک يې ټوله ورځ غيبت راته کوينه
د رحمن بابا ديوان له دې نه مخكښې څو څو,د رحممن بابا ديوان له دې نه مخكښې خو څو
کسی سے ہو,کس سے يو
د تاريخ پۀ پاڼو کښې محفوظ پراته دى.,د تاريخ په پاڼو کښې محفوظ پرانه دي
هغه چې ما سره تر وره راشي,هغمه چې ما سره تروره راشي
﻿روان شوم ګوهر خان د خپل پلار د مرګ تاريخ,روان شوم ګوهم خان د خپل پلاردمری تاريخ
که په لمن مې لګي تور د مينې,که په لمن مې لګي نور د مينې
عظمت او يو محموتي د حکيم ځوئے دوئے درے سواره لکه کړه ـ ما توره,عظمت او يو محموتي د حکيم ځوئے دوئے درے سواده لکه کړه ـ  ما توره
بابا، ديوان احمد شاه ابدالی شاهنامه,بابا، ديوان احمد شاه اېدالی شاهنامه
مطالعہ کیا تو خوشحال اور رحمان بابا کا دور دورہ,مطالعهہ کیاکو خوشحال او رحمان بابا کا دور دوره
چې د عشق په جرګه کښېناستم دانا شوم,چې د عشق به جرګه کښيناستم دانا شوم
راغې رومال راغې 	رومال پټ دے په قبو کښې,راغې رومال راغې رومال پسټ دے په قبو كښې
محبت هغه لا زواله او لافانى خزانې لرى چې پښتو ادب يې دومره,محبت هغه لا زواله او لافانی خزانې لری چې پښتو ادب يې دومره
به پرې وياړ کولے شي,په پرې وياړ کولے شی
کتابونه به چاپ کېدۀ,کتابونه په چاپ کېدۀ
ملا! زړګئ خورمه خو ډېر يې خورمه,برا! زړګي خورمه خو ډېر يې خورمه
کښې بدلون راوستو ـ  زيات فوځ درګۍ طرف ته ورمات شو ـ  زل,کښې بدلون راوستو ـ  زيات فوځ درګۍ طرف ته ورمات شو ـ  زل
د زمانو نه ئې زما په زړۀ کښې کور کړے دے,د زمانو نه ئې زما په زړۀ کښې کور کړے دے
ورشو مونږ د چوبرجۍ تاڼې ته لاړو,ورشو مونږ د چوبرجۍ تهاڼے ته لاړو
دا نه مې تن نه مې وطن شته,دانه مې تن نه مې وطن شته
کولو ـ او په دې جلوس کښې د پولټيکل ايجنټ محبوب,کولو ـ او په دې جلوس کښې د يولټيطل ابجنټ محبوب
څو څو ځله چاپ شوے او خور شوے. هسې خو د عبدالقادر خان,څو څوځله چاب شوے او خور شوے هسې خو د عبدالقادر خان
دوئم د افضل خان سره په دغه قبيلوي جنګونو,دوئم د افضل خان سره په دغه قبيلوي جنګونو
محمد زيلې ويستلي د نفرت ديمحمد زيلې ويستلي د نفرت دي,محمد زيلي ويستلي د نفرت دي
ددې ملک په سربراه ثابته غلا شوه,د دې ملک په سربراه تابته غلا شوه
تخليق کار,تخليق کار:
څک چې د تره پۀ زوى اعتبار کړى,څوک چې د تره په زوي اعتبار کړې
ياري ده اصل کښې بې لوثه ياري,ياري ده اصل کښې بې لوثه ياري
ې يې اوبه راوخېژولې. يو خوا پۀ خپله پۀ کوهستان او سيند,ې اوبه راوڅېرولى. يو خوا پۀ خپله پۀ کوهستان او سيند
پنځمه او اخری برخه.,پنځمه او اخری برخه
به ترې مستنده مقاله جوړه کړه ـ ايډيټنګ به ئې پکښې کوؤ,به ترې سشنده مقاله جوړه کړه ، ايډيټنګ به ئې پکښې کوؤ
او روحانی تړون له سوبه د انصاف تله د اخون,او روحانی تړون له سوبه د انعاف تله د اخون
حال احوال ئې اوپوښتو او بيا ئې د شېخ پوښتنه اوکړه. چې,حال احوال ئې اويونتو او بيا ئې د شېخ پوښتينه اوکړه چې
دوست په صفتونو ياد كړى دى. د دۀ مزار په غزل كښې دى,دوست صفتونو ياد كړی دی دده مزار په غز کښې دی
پېربابا چې خپل نوم يې سيد على ترمذى دے د سيداحمد,پربابا چې د خپل نوم يې سيد علي ترمزي دے د سيد احمد
دا چې پۀ مونږه د يؤ څو کسو نه وران کور دے,دا چې په مونږه د يو څو کسونه وران کور دے
سرکار په زور دَ هغې دَ راوستلو دپاره په اګره دَ حملې اراده اوکړه ـ,سرکار په زور دَ هغې دَ راوستلو دپاره په اګره دَ حملې اراده اوکړهـ
د حوروسترګو کښي د ډمو خندا لټۍ,د حودو سترګو کښې دَ ډمو خندا لټې
داسې ديوس ته خو چې سم سړے,داسې د يوس ته خو چې سم سړے
او بيا فتح کړي او مطمئن شي۔ د دشمن دا,او بيا سېح کړې او مطمئين شي۔ د دشمن دا
خوبي ئې څۀ ده چې مېوه نۀ لري,خوبۍ ئې څۀ ده چې ميوه نه لرې
غواړي، لړزول غواړي سر پکښې نشته، بې سره ګرځي، که,غواړي، لړزول غواړي سر پکښې نشته، بېے سره ګرځي، که ه
﻿ه هوښيارۍ په سجستان قبضه اوکړه ـ او ددغې ښار د لارو حفاظت ئې شروع کړو ـ اولس ته ئې د امر,هوښياري په سجتان قبضه اوړه او د دغې ښار د لارو حفاظت ئې څروع کړو ـ  اولس ته ئې دار
مودې وشوې چې اوړي څه رنځوره,مودې وشوې چې اوړې څه رنځوره
شوخې زما سره په نۀ خبره جنګ کړے دے,شوخۍ زما سره په نه خبره جنګ کړے دے
رښانه فکر په اساس ئې د علم و فن په مېدان ګټور نظريات او,روښانه فکر په اساس ئې د علم و فن په ميدان ګټور نظريات او
ستا زړګے د ميـنې کـــور ؤ,ستا زړګے د مينې کور ؤ
ځکه دې ښائست شولو په ذات غلط,ځکه دې ښائست شولو په ذات غلط
معلوماتی او,معلوماتي او
مستحق دے خو پكار وه چې د دومره ناوياته,مشحق دے خو پكاروه چې د دومره ناوياته
څنګه چې تلے ؤ او پۀ جار وائى چې,څنګه چې تلے ؤ او په جار وائي چې
د ځينو څېړونکو په نظر د رحمان بابا دريځ د پښتو د کلاسيک غزل,د ځينو څېړونکو په نظر د رحمان بابا د ېنځ د پښتو د كلاسيک غزل
چې ملک او قوم پرې فخر او وياړ کوي ـ د مشرۍ پټکے,چې ملک او قوم پرې فخر او وياړ کوي ـ د مشرۍ پټکے
دلته دَ نقد او انتقاد خبرو سر وخوړو,دلته دَ نقد او انتقاد خبرو سر وخوړو
عبدالرحمان مومند د پټې خزانې د روايت په مطابق د عبدالستار,عبدالرحمان مومنده پټې خزانى د روايت په مطابق دعدال
شعرى تخليق پۀ وخت د خپل مذهبى تړون د مزى د پخلى د پاره د,شعرى تخليق پۀ وخت د خپل مذهبى تړون د مزى د پخلې دپاره د
خليق عبدالخالق، زۀ او زما زمانه، پېښور، ادارۀ,خليق عبدالخاليق زۀ او زما زمانه پېښور ادارد
ایرې به ټولې پر سر باد کړم,ايرې به ټولې په سر باد کړم
ټولو نه لوئے مقصد دے,ټولو نه لوئے مقصد دے.
داسې بهېدلے دے چې د مدعی عليه خبرې اورېدو ته,داسې بهېدلے دے چې د مدعی عليه خبرې اورېدوته
دلته هر څۀ دي ډېر  خو انصاف دے ناپېد,دلته هر څۀ دي ډېر خو انصاف دے ناپيد
ښکلي دې پېدا کړه نو دنيا هم راله راکړه,ښکلي دي پېدا کړه نو دنيا هم راله راکړه
ستائينه اوشي کمه ده ـ ځکه چې د يو غېر ژبي نه,ستائينه اوشي کمه ده ـ ځکه چې د يو غبژژبي نه
ه وو په دې کور کښې دننه څوک وو څه کيده اوڅه پرې تيريده هيچا پرې,فنه وو په دې کور کښې دننه څوک وو څه کيده اوڅه پرې تيريده هچې پرې
د حال ویلو څوک مې نشته,د حال ويلو څوک مې نشه
انسان سائنسي او مادي ترقي اوکړه خو د انسانيت د معراج نه,انسان سائسي او مادي ترقي اوکړه خو د انسانيت د معراج نه
نن مې په سرو غرمو دياړي کړې ده,نن به پرې زونۍ له کتابونه اخلم
لازمي به پښتونخوا غوره کوومه,لازمې به پښتوخوا غوره کوومه
او ګران مضمونونه دومره ساده او اسانه کړي چې خاص,او ګران مضمونونه دومره ساده او اسانه کړي چې خص
د   ادب په ميـــنه مـــــست  ؤ,ادب په مينه مست ؤ
ګلچين محمدی، نوادر السالكين معروف به ارشاد,ګلچين محمدی، نوادر السالكين معروف به ارشاد
يو عبدل دے بل مانکي چه مدعي دي,يو عبدل دے بل مانکي چې مدعي دي
دَ منظومو متلونو څۀ نمونې دا دي:,دَ منظونو متلونو څۀ نمونې دا دي:
چاره د تدوينی اصولو له لارې ښكاره انحراف دے. د خوشحامې,چاره د تدوينی اصولو له لارې ښكه انخراف دے. د خوشحال مې
تــذبــذب يـــو لـــوی مـــرض دی,ترېزب يو لوی مرض دی
چې مونږه په ١٩٧٧ء د سپرلي په موسم,چې مونږه په ١٩٩ء د سپرلي په موسم
اشنا و، په دې لړ  کښې د  خوشحال بابا د شعر د داخلي شهادتونو نه جوتيږي,اشنا، په دې لړ کښې د خوشحال بابا د شعر د راخلي شهادتونو نه جوتېږي
ټوټې ټوټې شي دړې وړې شي خو ننګ نۀ پرېږدي,د  ه د کې ده  ه د ه ي
صوبه سرحد، لسم ځل، ١٩٩١ء,صوبه سرحد، لسم ځل، ١٩٩ء
چرته د ژوند نه د فرار ما سره ټکي نه وو,چرته د ژوند نه د فرار ما سره ټکي نه وو
برطانوي فوځ به ټيفليس ته وروړاندې شي اؤ قفقازي قامونه به دې,برطانوي فوځ به ټېفليس ته وروړاندې او ففقازي قامونه به دې
ما سره څۀ هم نشته زۀ لکه څادر څنډلے,ما سره څه هم نشته زه لکه خادر څنډلے
د همه واړو يارانو مخ دې تور شي,د همه واړو يارانو مخ د پې تور شي
ما دي څپلو ته نوکران نیولي دینه,ما دې خپلو ته نوګران نيولي دینه
زما استاذ او زما د دوست په  حېثيت د ستائنې وړ دے ـ,زما استاز او زما د دوست په حېثيت د ستائې وړ دےـ
بې رته د راتللو امکان ختم شو,بې رته د راتلو امکان ختم شو
شالونه,شالونه
دا مې پاکستان دے دا مِ پاکستان دے,دا مې پاکستان دے دا مې پاکستان دے
مشرق پۀ لور خوره شوه. خو ډاکټر انور سديد د رومانيت د ابتداء پۀ,مشرق پۀ لور خوره شوه. خو ډاکټر انور سديد د رومانيت د ابتداء پۀ
میرمنی د خپل میړه څخه پوښتنه وکړه زه چی غزل ناری کړم  ته ولی دباندی,میرمنی د خپل خاوند څخه پوښتنه وکړه زه چی غزل ناری کړم ته ولی د باندې
"زمزمې"" او""سرمدې کېفونه"" شامل دي.په دغو دواړو","زمزمې"" او""سرمدې کسېفونه"" شامل دي. په دغو دواړو"
شعر کښې د هغه د يوې نيمې مياشتې د لنډ شان,شعر کښې د هغه د يوې نيمې مياشتې د لډ شان
مذهب پسندۍ، غېر پښتانه هم پۀ واز کومى,مذهب پسندۍ، غېر پښتانه هم پۀ واز کوي
فن پورې محدوده کړے دے. خو دا يو روښانه حقيقت,فن پورې محدوده کړے دے. خو د يو روسانه حقيقت
طائر صېب په کلي کښې خپل کور کوم ته چې طائر,طائر په کلي کښې خپل کور کوم ته چې طائر
شاعري، مصوري وغېره نقالي ګڼي او حقيقت نه ئې درې درجې لرې,شاعري مصوري د غېره نقالى ګڼى او حقيقت نه ئې درې درې لرې
خر مهره لعل و ګوهر درې واړه يو دي,خرمهره لعل وګومر ددې واړه يو دي
زۀ چې ښکلے يم په دې باندې يم ښکلے,زۀ چې ښکلے يم په دې باندې يم ښکلے
بې تانه چې تېرېږي دي بې سره,بې تانه چې شېرېږي دي بې سره
سکهان به شي طوفان,سکهان به شي طوفان
فخر دې زه په هر سنګر کوومهفخر دې زه په هر سنګر کوومه,فخر دې زه په هر سنګر کوومه
او ددې علم بنيادايخودونکے دے چې نن د يو وسيع علمي څانګې په رنګ,او د دې علم بنياد ايخورونلے دے چې نن د يو وسيع علمي ځانګې په رنګ
په عظمت ئې ګواهي کړي,په عظمت ئې ګواهي کړې
دا د پښتو اكېډمۍ له خوا سرته رسېدلې دريمه,دا د پښتو اكېډمۍ له خوا سرته رسېدلې دريمه
په توګه ښاغلے محقق په پنځم باب كښې ليكی پښتنی,په توګه ښاغلے محقق په پنځم باب کښې ليكی پښتنې
خدايا داسې وخت به راشي ؟,خدايا داسې وخت به راشي؟
چې هر آن د خپل آقا مدحه خواني کړي,چې هرآن د خپل آقا مرحه خواني کړي
محاوره کښې کومے لنډئ چې دَ نيمکئ دَ مطلع سره وئيلے شي ، هغے ته ټکۍ,محاوره کښې کومے لنډۍ چې دَ نمۍ دَ مطلع سره وئيلے شي، هغې ته ټاکي
﻿ اخر څه خو به وو خوښکاره شوه,اخر څه خو به وو خو ښکاره شوه
اصحابو او اهل بېتو په ژوند او قربانو د بحث سره سره,رصحايو او اهل بيتو په ژوند او قربانو د بحث سره سره
د پښتو ژبې ادبی سفر د معلومومنابعو ترمخه,د پښتنو ژبې ادبی سفر د معلومو منايعو ترمخه
زما د دواړو سترګو توره,زما د دواړو سترګو توره
"کړے وو.چې ""فروق اول"" او ""فاروق ثاني"" نوم ئې ورته ورکړے وو.د دۀ منونکي په فسق",کړے وو چې فروق اول او فروق ثامي نوم ئې ورته ورکړے وو ـ  ددۀ منونکي په نسق
دغسې کتاب  د نبوت پېغام راوړے دے,دغې کتاب د نبوت پېغام راوړے دے
زمانه کښې دَ حجرو مئيلسونه تاودۀ وو ـ  چشتي,زمانه کښې دَ مجرو مئيلسو نه تاودۀ وو ـ  چشتي
هره شاړه دې ښېرازه  هره دشته لاله زار دے,هره شاړه دې ښېرازه هره د شنه لاله زار دے
ال حال د عالمانو درته وايم,اول حال د عالمانو درثه وايم
نو هغوي به د دغې مجلې ٫٫ پښتو،، نګران اعليٰ يعنې,نو هغوي به د دغې مجلې ٫٫ پښتو،، نګران اعلٰي يعنې
چې خبره زړۀ ته پرېوځي:,چې خبره زړۀ ته پرېوزي:
"د کنعان په حواله حافظ ابن کثير ليکي . """" کنعان د حضرت نوح  زوے وو.",د کنعان په حواله حافظ ابن کثير ليکي ـ کنعان د فضرت نوع ځوړے وو ـ
تقاضې پوره کوي.خيالات ئې عاشقانه دي.او د نعت د,تقامې پوره کوي خيالات ئې عاشقانه دي او د نعت د
کورنۍ مشر وو ـ  زلمے محقق پروفيسر زبير حسرت,کورنۍ مشر وو ـ زلمے محقق پروفېسر زبيی حسرت
"زياته وه. په دې غرض چې هغوی د ""زبان يار من تركی",زياته وه ـ په دې غرض چې هغوي د زبان يارمن ترکي
هم دغه شان دې سيمې دَ ماقبل از تاريخ او بعد از تاريخ نه خپل,هم دغه شان دې سيمې دَ ما قبل از تاريخ او بعداز تاريخ نه خپل
خلک له غمه امان غواړي,خلک له غمه امان غواړي
استاد محمد ابراهيم همکار ئې داسې راپېژني: د يوه ليکوال او,استا د محمد ابراهيم همکار ئې داسې راسپېژني، د يوه ليکوال او
وجه ده چې په شاعري کښې د نورو ګڼو,وجه ده چې په شاعرۍ کښې د نورو کنو
مشرق خلقو شرقي موسيقۍ په لور رغبت د هغوي په جمالياتي ذوق,مشرق خلقو شرقي موسيقۍ په لور غبت د هغوي په جمالياتي ذو
زامن درلودل فضل،جعفر،موسيٰ او محمد.,زامن دركودل فضل، جعفر، موسی، او احمده
"مياشتنۍ ""پښتو"" د ګڼو سره ټول ټاله پينځه د پاسه درې","مياشتنۍ""پښتو د ګڼو سره ټول ټاله پينځه د پاسه درې"
صفحه د مقدمې او فرهنګ كتابيات لری. بيا د صفحه,صفحه د مقدمې او فرهنګ کتابيات لری. بيا د صفحه
شېخه دا رياکاري به دې هلاک کړي,شخه د ارپاکاري په دې دهلاک کړي
اندازه په اسانه لګولې شو چې د طاهر خان مرګ د شل کالو په عمر کښې,انداره په اسانه لګولې شو چې د طاهر خان مرګ د شل کالو په عمر کښې
حاصلولو د پاره داخله واخسته.,حاصلولو دپاره داخله واخسته.
ارمان ارمان دَ دنيا واره,ارمان ارمان د ونيا واره
﻿روښان نه يې سرنښلى او بيا تر ډېره وخته دغه روايت د پښتو شعرر,روښان نه يې سرنښلی او بيا تر ډېره وخته دغه روايت د پښتو شعرو
دا د ستړي زړۀ دمه ده,دا د ستړي زړۀ دمه ده
نورو معياري ليکونو نه پښتو کښې کړي دي په دغه,نورو مچاري ليکونو نه پښتو کښې کړې دي. په دغه
له خوا د پښتو د لوستونكيو په خدمت كښې وړاندې كولے شی,له خوا د پښتو د لوستونكيو په خدمت كښې وړاكندې كولے شی
هغه ملک ګل ريحان دی,هغه ملک ګل ريحان دي
همدردي، نيکي، ايثار، قرباني، مرسته، او ښېګڼه د دنيا په هر,همدر دي، نيکي، ايشار، قرباني، مرسته، او ښېګه د دنيا په هر
هېڅ په ما پوهېږې نوم مې څه دے,هېڅ په ما پوهېږي نوم مې څۀ دے
دا سودا د چا د زلفو,دا سودا د چا د زلفو
راغلے ؤ نۀ په اولسي شاعرۍ کښې دَ هغې څه نخښې,راغلے ؤ نه په اولسي شاعرۍ کښې دَ هغې څه زخښې
بادونه ستا د کلي څومره ښه رامحسوسېږي,بادونه ستا د کلي څومره ښه رامحسوسېږي
ده. په دې كوچنوټی اثر ښاغلی مدون اووه دېر شه مخه,ده په دې كوچنوټی اثر ښاغلی مدون اووه دير شه مخه
ځکه خو حمزه بابا هم وائي چې:,ځکه خو حمزه بابا هم وائي چې
والصلواة و طيبات,والعلوة وطيبات
زه به یو څو ورځې غم تېر کړم ښه به شمه,زۀ به يو خو ورځې غم تېر کړم ښه به شمه
ته به يې خوامخوا ځان رسوو چې هلته دومره فوځ او ګوله بارود,ته به ئې اخوا ځان رسوؤ چې هلته دومره فوځ اوګوله بارور ته
دا اشاره هم پۀ اصل کښې د معراج واقعې ته ده. سدرة,دا شاره هم پۀ اصل کښې د معراج واقعې ته ده، سدره
د فرهاد چې په شيرينې سترګې خوږې شوې نو د فرهاد,د فرباد چې په شيرينۍ سترګې خوږې شوې نو د فرباد
شاعرانو د خپلو تبليغاتو موثره ذريعه د خلقو د خوښې,شاعرانو د خپلو شبليقاتو موثره ذريعه ده خلقو د خوښې
داورځ مونږه ته زېرے  راکوي د بهارونو,دا ورځ مونږه ته زيدے راکوي د بورونو
دلته خوند د عباداتو دلته جذب د اذکارو,دلته خوندد عباداتو د کته جذب داذکارو
نو فرهاد وليدله ، زړه ئې پرې وراغې او شپه او ورځ ئې,نور هار وليدله زړۀ ئې برې وراغې او شپه او ورځ ئې
ته راوستل ؤ نو ځكه مدون او ناشر په دغه مقصد,ته راوستل ؤ نو ځکه مدون او ناشر په دغه مقص
رنتمبور او لاهور مونږ د پاره يو شان دي۔,رنتمور او لاهور مونږه د پاره يو شان دي
کېفيت اظهار به پښتو کښې رواج ومومي١٤٢ “,لېفيت اظهار به پښتو كښې رواج وموضي٢‘
کارونه دَ رب ګوره,ګارونه د رب ګوره
شروع کړو، بيا وامق چې موقع بيامونده نو وتښتېد. او لاړ عذرا سره,شروع ګړو. بيا مواحق چې موقع بيا مونده نووتښتد او لاړ عذر سره
دا ستا د ياد راسره شر دے اؤ وريږي واوره,داستا د ياد او راسره شر دے اوويږي واؤره
زړه او ښه په زوره دَ تيراه د کاکړو په غرونو کښې لکه دَ غرئيزے,زړۀ او ښه په زوره دَ تيداه دَ کاکړو په غرونو کښې لکه د غرئېزے
بغاوت  او ورپسے,بغاوت اور پسے
په دنيا کښې شور و شار دے د زلمو,په دنيا کښې شور د شار دے د زلمو
ځينو شاعرانو دومره رياضتونه کړي دی. چې د عروج,ځينو شاعرانو دومره ريافتونه کړی دي چې د عروج
د قرآن مجيد پښتو ترجمه :-,د قرآن مجيد پښتو ترجمه!
دۀ د پېداوښت او مړينې پۀ باره کښې د ادبيات سرحد,دۀ د پېداوښت او مرينې پۀ باره کښې د ادبيات سرحد
نورو معنو کښې زړۀ چې ښکلے او پاکيزه وي. لکه چې بابا وائي,نورو معنو کښې زړۀ چې ښکلے او پاکيزه وي لکه چې بابا وائي
مقصد ئې يوازې خوراک، پوشاک او استوګنه وي، د نورو انسانانو,مقص ئې يوازې خوراک، پوشاک او استوګنه وي، د نورو انسانانو
زمونږ شاعرې هم دغه فکرى عنصر د شعر پۀ لباس پټ کړے,زمونږ شاعري هم دغه فکرى عنصر د شعر پۀ لباس پټ کړے
