GroundTruth,Prediction
کړي ددے قسم سوالونه,کړي ددے قسم سوالونه
ښکلے پاکستان             (پروفېسر بهرام زخمي),ک      (پروفېسر بهرام زخمي)
نور مې هيڅ هم نۀ دي پکار خو سرۀ جوړه به راوړې,ده ده  ده د ده ده   ه
ترجمې په اردو ژبه كښې د كولو او چاپو لو,ترجمې په اردو ژبه كښې د كولو او چاپولو
شپږ اوۀ پيړۍ هسې بادشاهي وه,شپږ اوۀ پيړۍ هسې بادشاهي وه
١٩٩١ء کښې د افسانه د پېښور,١٩١ء کښې د افسانه د پېښور
افسانه وليکله خود دې افسانو نه اندازه لګي چې,افسانه وليکله خود دې افسانونه اندازه لګي چې
صفحو او بيا د بايزيد انصاری بموسوم پير روښان د,صفحو او بيا د بايزيد انصارى بموسوم پير روښان د
"""مجموعه بابوجان"" ليكلے شوې ده او د هرې","مجموعه بابوجان"" ليكلے شوې ده او د هرې"
دغه رنګ که مونږ د جمالياتو په تاريخي پس منظر غور,دغه رنګ که مونږ د جمالياتو په تاريخي پس منظر غور
ستا د مينې د شرابو اغېزه ده,ستا د مينې د شرابو اغېزه ده
ماښامونه,ماښامونه
په وطنونو کښې عادله عاليشان وطن دے,په وطنونو کښې عادله عاليشان وطن دے
د طائر صېب په ذاتي کتابتون کښې ډېرې قلمي,د طائر صېب په ذاتي کتابتون کښې ډېرې قلمي
تدوين له مرحلو څخه تېر شوے دے. د چاپ كال يې د,تدوين له مرحلو څخه تېر شوے دے. د چاپ كال يې د
مهمند ديوان بې شكه چې په,مهمند ديوان بې شكه چې په
سته رسېدلې ده. د فارسۍ ګلستان د تدريسی كتاب,سرته رسدلې ده. د فارسی ګلستان د تدريسی كتاب
علمونو اساس اوګرځول او دغه رنګ ژوليده تصوراتو له,علمونو اساس اوګرځول او دغه رنګ ژولېده تصوراتو له
محبت پۀ معامله کښې يې جمالى صفت د مينى د راکړې ورکړې نه,محبت پۀ معامله کښې يې جمالى صفت د مينې د راکړې ورکړې نه
پسند نظرياتو محض تقليد نه دے کړے بلکې په حقيقي ډول,پسند نظرياتو محض تقليد ته دے کړے بلکې په حقيقي ډول
کښې شعرى دواوين زيات په لاس راغلل. او د اکېډمۍ,كښې شعری دواوين زيات په لاس راغلل. او د اكېډمۍ
له مخه ټپه د اولسى ادب پۀ ټولو اصنافو,له مخه ټپه د اولسى ادب پۀ ټولو اصنافو
څوځله کالی خیرنوی او زه يی وربد لوم . دا بلی ښځی ویل,څو ځله کالی خیر نوی او زه يی وربد لوم . دا بلی ښځی وویل
ورورولي، يووالے، ترقي، راحت، سکون او خوشحالي خوره وے.,ورورولي، يووالے، ترقي، راحت، سکون او خوشحالي خوره وے.
مطالعه لري په دې هم پوهېږي چې د,مطالعه لري په دې هم پوهېږي چې د
د بابا حسن ابدال سفري شوق هغه د سبزارو نه حجاز ته اورسېدو,د بابا حسن ابدال سفري شوق هغه د سبزارونه تجاز ته اورسېدو
نۀ پخوا پکښې کتاب,نه پخوا پکښې کتاب
دا دنيا فاني ده، ډېر خلق راغلل او ډېر خلق لاړل,دا دنيا فانې ده، ډېر خلق ر او ډېر خلق لاړل
په جذباتي، نفسياتي او شعوري توګه زمونږ,په جذباتو فسياتي او شعوري ټوګه زمونږ
پۀ مارچ ١٨٩٥ء کښې د پيرنګى فوځ يوه مختصره دسته د,پۀ مارچ ١٨٩٧ء کښې د پيرنګى فوځ يو مختصره دسته د
کښې پۀ کال يوزر څلوېښتم (١٠٤٠هـ) حق رسېدلے دے,کښې پۀ کال يو زر څلوېښتم (١٢٤هـ) حق رسېدلے دے
چاربېته چست او مست آهنګ لري او د دې دور خماسي شاعرۍ د پاره ډېر,چاربته حېت او مت اهنګ لري او د دې دور خماسي شاعرۍ د پاره ډېر
زۀ للمه زمکه ووم اسمان شوې راته,زه لمه زمکه ووم اسمان شوې راته
د فارسي ادب هغه قصو اؤ حکايتونو هم د شهرت اسمان ته رسولے,د فارسي ادب هغه قصو اؤ حکايتونو هم د شهرت اسمان ته رسولے
دَ سرکار دَ حملې کولو خبره لکه دَ ځنګل دَ اور خوره شوه ـ  له هره,دَ سرکار دَ حملې کولو خبره لکه دَ ځنګل دَ اور خوره شوه ـ  له هره
دلته خو هر ځل په الزام جنازې اووتلې,دلته خو هر ځل په الزام جنازې اووتلې
په دې ډول شوے دے. ډائريكټر به د اكېډمۍ د,په دې ډول شوے دے. ډائريكټر به د اكېډمۍ د
قران مجيد ګڼ اياتونه او د احادېثو ټکړې هم پۀ بعضو ټپو کښې,قران مجيد ګڼ اياتونو او د احادېثو ټکړې هم پۀ بعضو ټپو کښې
د قوم ثمود ځائے ځيګے د حجر نومې يو ځائے چې د,د قوم ثمود ځائے ځيګے د حجر نومې يو ځائے چې د
چې په دې باندې مې زړه اوبه اوبه کړو,چې په دې باندې مې زړه اوبه اوبه کړو
اوموندلو ـ او دلته خلقو ته پته ولګېده چې هغه دومره,اوموندلو . او دلته خلقو ته پته ولګېده چې هغه دومره
حېران يو چې په کومو حوالو خبرې وکړو,حېران يو چې په کومو حوالو خبرې وکړو
سرونه شته پکښې سوچونه نشته,سرونه شته پکښې سوچونه نشته
ذريعه متاثره کوي. هغه خوشګواره خو وي. ولې ښائسته,ذريعه متاثره کوي هغه خوشنګواره خو وي ولې ښائسته
"ګل نوری ""ليك ښؤونكی"" د صديق الله ريشتين ""ژب","ګل نوری""ليك ښؤونكی ""د صديق الله ريشتين""ژب"
اور پسې کړي،نو د نورو لرګو سره به د سترګو په,اور پسې کړي. نو د نورو لرګو سره به د سترګو په
دا خو زمونږه  زمونږه  پاکستان دے,دا خو زمونږ زمونږه پاکستان دے
دريابه ما درته د سوات وينې ښودلې,دريابه ما درته د سوات وينې ښودلې
دا چې زما د احساساتو نه څڅېږي وينې,دا چې زما د احساساتو نه څڅېږي وينې
خو بل طرف ته د پيربابا او اخون درويزه حلقه هم,خو بل طرف ته د پيربابا او اخون دروېزه حلقه هم
دَ ټولنېز ژوند پښتنې هنداره وي ـ,دَ ټولنېز ژوند پښتنې هنداره وي ـ
دَ هاغه واړه مړو اؤ دَ هغوي دَ نزدې رشته دارو نومونه او ژړا فرياد,دَ هاغه واړه مړؤ اؤ د هغوي دَ نزدې رشته دارو نومونه او ژړا فرياد
په ما باندې ډېر ګران  د هغه سره تر دې سر ئې,په ما باندې ډېر ګران د هغه سره تر دې سر ئې
غازي الدين شاعر چاربېته چې ښاغلي همېش خليل په خپل کتاب,غاز الدين شاعر چاربېته چې ښاغلي همېش خليل په خپل کتاب
څوک مې مرام ته د مزل نه څنې لرې ساتي,څوک مې مرام ته د مزل نه ځنې لرې ساتي
پېښور، دارالتصنيف، اول ځال، دسمبر ۱۹۶۰ء,پېښور، دارالتصنيف، اول ځال، دسمبر ۱۹۶۰ء
كړے دے چې زيا تر دلائل يې داخلی دی او,كړے دے چې زيا تر دلائل يې داخلی دی او
ژباړه: په شپږويشتمه نېټه سر تور فقير دَ لنډاکي نه لاندې راکوز,تژباړه: په تېرويشتمه پنټه سر تور فقير د لنډالي نه لاندې راکوز
من الحيث القوم په مونږ کښې دومره بدنيتي ولېده,من الحيت ه وم کښې دومره بدنيتي ولېده
مستعمل دي چې خپل لوستونکو اوريدونکو زړۀ او ذهن,مستعمل دي چې خپل لوستونکو اوريدونکو زړۀ او ذهن
پښتو کښې دَ فولکلور راټولولو کار دَ خوشحال بابا اؤ دَدۀ دَ کورنۍ نه,"""پښتو کښې دَ فولکلور راټولولو کار د خوشحال بابا او ددۀ دَ کورنۍ ته"
ستا   هُنر ته   په  سجده  دي	   تشبيهات  علا متو نه,هن   په جد تيهات علامتونه
دلته دي زامن  د اېمل خان او ابدالي,دلته دي زامن د ايمل خان او ابدالي
بې تا ميوه نه نيسي باغ زما بوستان زما,چې تا مېوه نه نيسي باغ زما بوستان زما
کله چې هم زۀ د پښتونخوا لرې وځم,کله چې هم ز د پښتونخوا لرې وځم
چې خپلې کوټې ته ورسيدو نو ماترې تپوس وکړو ښځې نن خو ډيره په قهر,چې خپلې کوټې ته ورسېده نو ما ترې تپوس وکړو ښځې نن هو ډيره په قهر
ځواني دريابه ده نشه دَ مستۍ,ځواني دريابه د نشے د مستۍ
جنګ کښې دَ ملاکنډ دَ هر يو کلي بلها خلق شهيدان شوي وو ـ,جنګ کښې دَ ملاکنډ دَ هر يو کلي بلها خلق شهيدان شوي وو ـ
حسن ستائېلے دے. او په ژوند، چاپېريال او د سماج په بېله بېلو,حسن ستائيلے دے. او په ژوند، چاپېريال او د سماج په بېلو بېلو
ووايو نو پوهېږو، چې سبک په عمومي توګه داخلي او خارجي,ووايونو پوهېږد چې سبک په عمومي توګه داخلي او خارجي
په ځنو سیمو کې د غم په ورځ هم د ویر ټپې ویل کیږي هغه داسې,په ځینو سيمو کې د غم په ورځ هم دویير ټپې ویل کيږي. هغه داسې
تۀ تماشه کوه دا ټول به اوسېزم لېونۍ,تا تماشه کوه دا ټول به اوسېزم لېونۍ
نظريه د پښتنو ادبيانو تكل ته نظر. د تكل هيئت،,نظريه د پښتو اديبانو تكل ته نظر. د تكل هيئت،
په غوټه وهی دوه څاړی,په غوټه وهی دوه څاړی
د خواهشاتو سره جنګ ته راغلم,د خواهشاتو سره جنګ ته راغلم
"""میں خود بھی انتہائی تحقیق و جستجو کے","""میں خود بھی انتہائی تحقیق و جتجو کے"
مولانا عبدالقادر سره تعلق,مولانا عبدالقادر سره تعلق
تذليل له دَ يو کس دَ شخصيت دپاره بس ده,تذليل له دَ يو کس د شخصيت د پاره بس ده
څز دوه نومونه ګڼي. خو تر څو پورې چې د حسن د نندارو تعلق دے,څيز دوه نومونه ګڼي. خو تر څو پورې چې د حسن د نندارو تعلق دے
زۀ د غلو په قدم ورشم,زۀ د غلو په قدم ورشي
"""فخر الدين اسعد ګرګاني د الٰهي نامې نه د ""ويس",فخر الدين اسعد ګرګاني د الهي نامې نه د ويس
۱۹۶۵ء کښې پېښه شوې وه ـ  دَ سوات اولسي شاعرې ، چې شاهي,۱۹۶ء کښې پېښه شوې وه ـ  دَ سوات اولسي مشاکعري، چې شاهي
حقيقت دا دے چې د رحمان بابا کلام چې د پښتنو په,حقيقت دا دے چې د رحمان بابا کلام چې د پښتنو په
ځائے پته نۀ لګی او هغه قبر چې,ځائے پته نۀ لكی او هغه قبر چې
زما دا کار حرف اخر نشي ګڼلے کېدے په,زما دا کار حرف اخر شي کڼلے کېدے په
هاغه خلق د قام فکر هرچرې خوري,هاغه خلق د قام فکر هرچرې خوري
هغه مهال د دوی وسله وال مخالفين وو په قومي بنسټ د پر,هغه مهال د دوي وسله وال مخالفين وو. په قومي بنت د پر
سر ونسټن چرچل دَ برطانيې پخوانے وزيراعظم او دَ دويم لوي لام,سرونسټن چرچل د برطانيې پخوانے وزير اعظم او دَ دويم لوي لام
نۀ شوه او پټ پۀ ښکاره يې د هغه دشمنان نمانځل,نه شوه او پټ پۀ ښکاره يې د هغه دشمنانان نمانځل
يې د ځينو نور ليكوالو لكه معظم، محمد ګل نوری،,يې د ځينو ليكوالو لكه معظم، محمد ګل نوری،
دا زمونږه شمع ده مونږ ئې پتنګان,دا زمونږه شمع ده مونږ ئې پتنګان
لوى محرک ؤ چې خلقو ته يې ژوند، فارغ البالى صحت او خوشحالى,لوې محرک ؤ چې ښلکو ته ژند، فارغ البالى صحت او خوشحالۍ
احساساتو او سوځونکو جذباتو وکړې، په کلاسيکه دوره کښې چې,احساساتو او سوځونکو جذباتو وکړي په کلاسيکه دوره کښې چې
يار چې د يار پۀ بيلتانۀ نۀ سوزي,يار چې د يار پۀ بېلتانه نۀ سوزي
چې وائي:چې منکر پرې اعتراض کولے نه شي,چې منکر پرې اعتراص کولے نۀ شي
ټولو نه ړومبے عبد الغفار خان باچا خان د پښتون قوم د سماجي ژوندد,ټولو نه ړومبے عبد الغفارخان، جاچا خان د پښتون قوم د سماجي ژوند د
د دلبرو صدقې لره ئې غواړم,د دلبرو صدقۍ لره ئې غواړم
د لوږې او تندې ذکر کوي ـ د دولت په زور,د لودې او تندې ذکر کوي ـ د دولت په زور
ده ـ  او د هغه د تورزنۍ يادونه ئې کړې ده ـ  صدر خان که څه هم د لږ وخت,ده ـاو هغه د تورزنې يادونه ئې کړې ده ـ  صدر خان که څه هم د لږ وخت
واخستو,واخستو
په رنګ پسې کړېږم په رڼا پسې کړېږم,په رنګ پسې کړې کم په رڼا پسې کړېږم
د محلونو د بنګلو سېوري دي,د محلونو د بنګلو سېوري دي
كښې د خيال بخاری په تدوين د چاپ تر ډګره,كښې د خيال بخاری په تدوين د چاپ تر ډګره
د خورشين په ځاے مئين دے,د خورشين په ځاے مئين دے
جوړولو د پاره د دوو لويو,جوړولو د پاره د دوو لويو
تېرو بېر يک تنها په بيابان لاړل,تېرو بېرپک تنها په بيابان لاړل
طوالت نه د ځان ژوغرلو په سوب مونږ پۀ دغه نامو بس,طوالت ته د ځان ژوغرلو په سوب مونږ پۀ دغه نامو بس
طائر صېب به هم په دغه لوبو کښې حصه اغستو دپاره مردان ته راتلو ـ,طائر صېب به هم په دغه لوبو کښې حصه اغسته د پاره مردان نه راتلو ـ
ژاړمه زخمونه خپل، مرګ وينم قريب,ژاړمه زخمونه خپل مکررګ وينم قريب
د پښتو ژبې ادبی سفر د معلومومنابعو ترمخه په باقاعده ډول د روښانی تحريك,د پښتو ژبې ادبی سفر د معلومومنابعوترمخه په باقاعده ډول د روښانی تحريك
د يزيد په لعنت څه د چا ايستاد دے,د يزيد په لعنت څۀ د چا ايستاد دے
زيات دولت پاتت شو ـ   سره ددې چې همايون د فوځ اعلیٰ تربيت حاصل کړے وو ـ,زيات دولت پات شو ـ  سره ددې چې همايون د فوځ اعلیى تربيک حاصل کړے وو ـ
هره ذرهّ دې  دولتونه,هره زره دې دولتونه
نوے سحر  دې په راتلو سره دے,نوے سحد دی په راتلو سره دے
د زړۀ کوڅې دې رانه بیلې دې مئینه,د زړه کوڅې دې رانه بیلې دې مئينه
واړو طريقو ئې پوره لاس برے لرلو.هغه به تقرير دومره په روانۍ سره,واړو طريقو ئې پوره لاس برے لرلو. هغه به تقرير دومره روانۍ سره
دا د قلم اؤ د کتاب ملګري زما هم دادي انتخاب ملګري,داد قلم او د کتاب ملګري زما هم داوي انتخاب ملګري
زندګي د مسلسل حرکت نوم دے,زندګي د سلسل حرکت نوم دے
شي کتے کوم چې ددغه دورونو روايت,شي کتے کوم چې ددغه دورونو روايت
که زۀ غمے د سليمان د ګوتۍ شمه,که زۀ غمے د سليمان د ګوتی شمه
پوځ کی شامل شوی ؤ چې دَ خپل فعاليت په اثر دَ صوبيدار بهادر,پوځ کښې شامل شوى ؤ چې د خپل فعاليت په اثر دَ صوبېدار بهادر
ګرمه سيکه ده چې مې څاڅي د وجدان غوږو کښې,ګرمه سکه ده چې مې څاڅې د وجدان غوږو کښې
کور ټول واک هم د وريندار پۀ لاس کښې دے. هغه,کور ټول واک هم د وريندار په لاس کښې دے. هغه
کښې  وجداني سُرونه اَوري سترګې پټې,کښې وحداني سُرونه اورې سترګې پټې
زما خو ويره د خپل ځانه ځکه,زما نو ويره د خپل نه ځلل
تۀ مې په زړۀ کښې ځايوې او که نۀ,تۀ مې په زړۀ کښې ځايوې او کۀ نۀ
په يو حالت کښې دَ باور خبره مۀ ختموه,په يو حالت کښې دَ باور خبره مۀ ختموه
اور پښتنو ته په سنګر کښې پرېږده,او پښتو ته په سنګر کښې پرېږده
مولانا سعيد احمد اکبر ابادي په لبراهيم لودهي د بابر د حملې په,مولانه سحيد احمد اکبري ابادۍ په ابراهيم لودهي د بابر د حملې په
قائموی په هغې به كښې د پښتو,قائموی په هغې به كښې د پښتو
شاهان خېرونه غواړي په دربار د محمد,شاهان خېرونه غواړي په دريار د محمد
دغه سوب دے چې مقاله غير ضروری طور د,د هغه سوب دے چې مقاله غېر ضروری طور د
يو کال پس ورته د دکن بندوبست اوسپارلے شو ـ  د عالمګيري جلوس پۀ,يو کال پس ورټه د رکن بندوبست اوسپارلے شو ـ  د عالمګيري جلوس پۀ
روهيله شهيد تاليف دے,روهيله شهيد تاليف دے
احمد ناصر په خپل کتاب کښې د دې دواړه تر مېنځه د فرق وضاحت,احمد ناصر په خپل کتاب کښې د دې دواړو تر مېنځه د فرق وضاحت
دغه کار دَ زهريله سړي دَ زوي دے,دغه کار دَ اهريله سړي د زوي دے
خاورې ته  ئې ډېر په درنه سترګه کتلي ووـ د طائر صېب دا,خاورې ته ئې ډېر په درنه سترګه کتلي وو ـ د طائر صېب دا
هغه د مينې په ساده خبره نۀ پوهېده,هغه د مينې په ساده خبره نۀ پوهېده
ما د يو ډېر بې ننګه کس سره خواري کړې ده,ما د يو ډېر ننګه کس سره خواري کړې ده
طريقه سقراط په باره کښې سيد احمد رفيق په خپل کتاب کښې داسې ليکي:,طريقه په سقر ط باره کښې سيد احمد رفيق په خپل کتاب کښې داسې ليکي:
جانان په غشو د بڼو ويشتلی يمه,جانان په غشو د بڼو ويشتی يمه
غزل، نظم او,غزل، نظم او
که دې لۀ ما سره زړۀ غواړي,که دې لۀ ما سره زړه غواړي
او هغۀ به ډېره توره اوكړه نو د چا زړۀ ته نزدې شاعر,او هغه به ډېره توره اوكړه نو د چا زړۀ ته نزدې شاعر
کښې ئې استوګنه اختيار کړه ـ د يحيیٰ خان يولس زامن وو,کښې ئې استوګنه اختيار کړه ـ  د ييحيٰ خان يو لس زامن وو
او مور ئې چغې وهي. چې  د مزدور سندره،,او مور ئې چغې وهي. چې ده مزدور سندره
شپونکيه  نور په تا کښې پاتې څۀ دي,شپونکيه نور په تا کښې پاتې څۀ دي
د بېرې خواله مې په ټکڼه غرمه کښې بوځي,د بېرې خواله مې په ټکڼه غرمه کښې بوځي
زۀ ئې خوښ ووم لېونۍ ته سوچ کښې لاړم,زۀ ئې خوښ ووم لېونۍ ته سوچ کښې لاړم
او احيا د پاره لازمي وي. هم دغه سوب,او احيا د پاره لامې دي هم دغه سوب
تۀ د اسلام پخه قلعه يادېږې,ته د اسلام پخه قلعه ياديږے
که هر څو به پښتو د کبرژن نه رانيولم,که هر څو به پښتو د کبرژن نه رانيولم
نظر لوستونکو ته وړاندې کړې شي. لکه چې هغه په دې اړه په خپل,نظر لوستونکو ته وړاندې کړې شي. لکه چې هغه په دې اړه په خپل
مجسم کړي او شاعر د شعرونو په ذريعه د حسن او ښکلا خيالونه,مجسم کړي. او شاعر د شعرونو په ذريعه د حسن او ښکلا خيالونه
شوې ټپه کښې ورته اشاره دا رنګى شوې:,شوې ټپه کښې ورته اوشاره دا رنګې شوى
دا د نزول په زړۀ کښې خار اچوي,دا د نزول په زړۀ کښې خار اچوي
غزل ئې د بابا مې په توتيا پسې تړلو,غزل ئې د بابا مې په توتيا پسې تړلو
وړومبے قدم وئېلے شو. دا مونږ ته د حُسن د ماهيت او حقيقت په لور د غور او فکر,وړومبے قدم وئيلے شو. دا مونږ ته د حُسن د ماهميت او حقيقت په يور د غور او فکر
راکول دي هم ښه دي خو دا ورپکښې هم اوکړه,راکول وي هم ښه دي خو داورپکښې هم اوکړه
ما وې چې بس دَ تورو دَ لښکرو سره ژوند دے,ما وې چې بس دَ تورو د لښکرو مره ژوند دے
کښې يو داسې دور راغے چې غزل اکثر پس منظر,کښې يو داسې دور راغے چې غزل اکثر پس منظر
دواړه  ډلو غم  او  درد څومره  ژور  دے  ـ  کله  چې  د   ننواتې,دواړه ډلو غم او درد څومره ژور دےـ  کله چې د ننواتې
کښې وساتې خو نيغه به نشي. حافظ الپورۍ څه,کښې وساتې خو نېغه به نشي. حافظ الپورۍ څه
﻿ هغه غريپه ګرمه نۀ وه سرتور سر ابله پښې دکټ نه راپاڅيدلې وه بس په,هغه غريبه ګرمه نه وه سرتور سر ابله ښپې دکټ نه راپاڅيدلې وه بس په
يوه ډله ځنې جوړېږي، چې د همدغو صفتونو په اساس د يوې ډلې او,يوه ډله ځنې جوړېږي، چې د حمدغو صفتونو په اساس دَ يوې ډلې او
ستاسو کور مې سم په سترګو کښې,ستاسو کور مې سم په سترګو کښې
هم کار کاوه. دا چې رحمان بابا خپله صاحب حال صوفي و، ځکه ئې,هم کار کاوه. دا چې رحمان بابا خپله صاحب حال صوفي و، ځکه ئې
دَ کشان خاندان دَ ټولو نه مضبوط,د کشان خاندان د ټولو نه محبوط، مشو
د څوکنو ميان عمر: د پېښور د څوکنو ميان عمر څوک چې د,د څوکنو ميان عمر: د پېښور د څوکنو ميان عمر څوک چې د
هسې په خولۀ هر کس خبرې کوي,هسې په خولۀ هر کس خبرې ګوي
شهيدان شوي دي,شهيدان شوي دي
شوه (٥٨),شوه (٥٥)
دا دے وطن د خان دتندې اور دے,دا دے وطن د خان د تندې اور دے
حمزه خان هغه چمند دے پۀ جلګو کښے,حمزه خان هغه چمند دے پۀ جلګو کښے
خټك د كلام همه صنفونه لكی غزلې، قصائد، او,خټك همه صنفونه ګليكی غزلې، قصائد، او
دَ رڼاګانو په سنګسار کښې چې دريابه تلي,دَ رڼاګانو په سنګسار کښې چې دريابه تلي
دا خو سپېځلې مرحلې دي د مکې مدينې,دا خو سپېځلې مرحلې دے د مکې مدينه
بس هاغه زړۀ ته راتېره رايادېږي,بسې هاغه زړه ته راتېره رايادېږي
ما د الحاد په سوداګرو باندې لوبې,ما د الحاد په سوداګرو باندې لوبې
ﯾﺎ ﺑﯥ ﻭﻓﺎﺟﺎﻧﺎﻥ ﺯﻣﺎ په ﺑﺮﺧﻪ ﺷﻮﻧﻪ,ﯾﺎ ﺑﯥ ﻭﻓﺎﺟﺎﻧﺎﻥ زمﻣﺎ په ﺑﺮﺧﻪ ﺷﻮﻧﻪ
د رومانس د دغه ډرامې فقط دوه لوے کردارونه دى چې يو,د رومانس د دغه ډرامې فقط دوه لوے کردارونه دى چې يو
خوږ پاکستان وطنه,خوږ پاکستان وطنه
نيمبولا  دَ خداے دپاره اخون جان جان مکړه ظلم نوره,نيمبولا دَ خدائى دپاره اخون جان جان مکړه ظلم نوره
چارې نۀ وى معلومې. خو سره د دې هر څه، ټپه د هر چا,چارې نۀ وى معلومې. خو سره ددې هر څۀ، ټپه د هر چا
ما وې چې څنګه ئې په شعر کښې راونغاړمه,ما وې چې څينګه ئې په شعر کښې راونغاړمه
په حواله د لنډۍ ډیره برخه د ښځو لخوا ویل شوي ٬ کله چې,په حواله د لنډۍ ډېره برخه د ښځو لخوا ويل شوی ٬کله چې
دوه مياشتې وشوې چې ماته په ښۍ پښه او ملا کښې درد شروع شوے دے  ـ,دوه مياشتې وشوې چې ماته په ښې پښه او ملا کښې درد شروع شوے دے
ليلي' ئې زه دې فرهاد يم که ته شيرينه ئې غر فرخهاد,ليلي' ئې زه دې فرهاد يم که ته شيرينه ئې غر فرخهاد
د مړانې د پت,د مړانې د پت
برق او حمدالله جان بسمل.,برق او حمد الله جان بسمل
نه ديوه مليح او مظلومانه احتجاج په توګه كار اخلي,نه ديوه مېلح او مظلومانه احتجاج په ګوګه كار اخلی
حوصله رابخښلې ده,حوصله رابخښلې ده
دَدے حاجي صېب دَ کارونو نه به اوويرېږے,دَدے حاجي صېب دَ کارونو نه به اوويرېږے
ګڼلې شوه.دې نه پس په کال ۱۶۴۵ ء کښې د اله اباد صوبيدار اوټاکلے شو,ګڼلې شوه.دې نه پس په کال ۱۴۴ء کښې د اله اباد صوبېدار وټاکلے شوـ
پسې کړېږم,پسې کړېږم
د لاهور ادبي ماحول,د لاهور ادبي ماحول
دې چاپ سريزه د محترم عبدالشكور ده,دې جال سريزه د محرم عبدالشكر ده
دا نه چې ګنې ستا د استعداد نه ويرېدمه,دا نه چې ګنې ستا د استعدار نه ويرېدمه
خېل او په ابراهيم خېلو کښې دويزے و.,خېل او په ابراهيم خېلو کښې دويزے و
له سبا نه لا پخوا,له سبا نه لا پخوا
دَ پلار په ځاے صوبايي درباري جوړ کړے شو ے دے ـ  او ورله,دَ پلار په ځائے صوبايي درباي جوړ کړے شوے دے ـ  او ورله
د تحقيق طريقه ئې لوستونكو ته بيان كړې۔د دغې نه,د تحقيق طريقه ئې لوستونكو ته بيان كړی د دغذنه
چې په سېل د بهار د ګلو پښې ږدي,چې په سېل د بهار دګلو پښې ږدي
په مونږ د بې سوادو بادشاهي ده لکه داسې,به مونږ د بې سوادو بادشاهي ده لکه داسې
خوشحال بابا د غېرو,خوشحال بابا د تېرو
جماليات د حقيقت او صداقت يوه ښکلې او سپېځلې لار ده. هر,جماليات د حقيقت او صداقت يوه ښکلې او سپيځلې لار ده. هر
غواړي چې خپل ليکونه د بل په نوم چاپ کړي ـ,غواړي چې خپل ليکونه د بل په نوم چاپ کړي
خداوند كريم فرمائی,خداونه كريم فرمائی
ترجمه خلاصه العجب په فارسۍ,ترجمه خلاصه العجب په فارسی
ددې مقصد دپاره چې هغۀ کومه لار اختيار کړې ده په,د دې مقصد دپاره چې هغه کومه لار اختيار کړې ده په
متعلق عمل چې د تاريخى دور د ابتدا نه پس پۀ دېخوا,متعلق عمل چې د تاريخى دور د ابتدا نه پس په دېخوا
څه ښائيسته ښکلے وطن ئې,څه ښائيته ښکلے وطن ئې
هاغه دَ پېغلو بې عزتۍ زما نه نۀ هېرېږي,هاغه دَ پېغلو بې عزتۍ زما نه نۀ هېرېږي
يو کس دے چې مې کسي په لېمه رامحسوسېږي,يو کس دے چې کسې په لېمه رامحسوسېږي
هغه ملک واړه واه واه دی,هغه ملک واړه واه واه دی
د سلګو د شور اخول دے مدينه ده,د سلګو د شور اخول دے مدينه ده
"ايچ ډی مقاله ""سندهی، پشتو اور اردو كے لسانی روابط"" چاپ كول د","ايچ ډی مقاله ""سندهی، پشتو او ادرو كے لسانی روابط چاپ كول د"
او د يوه شخص په باره کښې وي؛ بلکې کله کله د څو ليکوالانو او,او د يوه شخص په باره کښې وي بلکې کله کله د څو ليکوالانو او
دلته اوسي ننګيال,دلته وسي ننګيال
يی و میرمنی ته دا قصه وکړه . میرمنی يی پر سر چپلاخه ور کړه ویل,يی و میرمنی ته دا قصه وکړه میرمنی يی په پر سر چپلاخه ورکړه ویل
کښې دېره شو. او هم هلته تر اخره پاتې شو، مزار ئې,کښې دېره شو او هم هلته تر اخره پاتې شو. مزار ئې
دغه بدلونونه نِشته ـ  په دې کښې چې زر کاله پخوا کوم سوچه والے,دغه بدلونونه نشته ـ  په دې کښې چې زر کاله پخوا کوم سوچه والے
په جاینماز ښېرې کوم، تا غرقومه,په جانماز بندې کوم تا غر قومه
دتدوين د مقصد او منشا د وضاحت په وخت ښاغلی ډاكټر,د تدوين د مقصد او منشا د وضاحت په وخت ښاغلی ډاكټر
سرۀ چې د غصې نه نن عابد ته ده,سره چې د غمې نه تن عابد ته ده
احساسات ورکړې دي۔ د دې عصر په غزل کښې,احساسات ورکړې ديدد دې عصر په غزل کښې
د ژوند سره اړيکى لرى لکه د ادم تخليق، د فرشتو سجده د ابليس,د ژوند سره اړيکۍ لرى لکه د ادم تخليق، د فرشتو سجده د ابليس
چې سپينه سپوږمۍ او د ګلونو لو. اخر دا کوم ګلونه دې چې د,چې سپينه سپوګږمې او د ګولونو لو. اخر داکم ګولونه دى چې د
نو مجبوراً به د زاغانو ترانو پسې ځي,نو مجبوراً به زاغانو ترانو پسې ځي
اردو خوانان خوشحال بابا ښۀ,اواردو خوانان خوشحال بابا ښه
دا واړه شرات پکښې دَ ميا رحيم بيسار,دا واړه سشرات پکښې د ميا رحيم بيسار
ولي شاه خټک او د مردان د غاړې خوږ ملګرے ښاغلے,ولې شاه خټک او د مردان د غاړې خوږ ملګرے ښاغلے
ادارې ( پښتو اکېډيمۍ ) له خوا غمرازي هم کيږي ـ,ادارې (پښتو اکېډيمۍ) له خوا غمرازې هم کيږي ـ
دَ ناتمامه حادثو لارې دي,د ناتمامه حادثو لارې دي
