GroundTruth,Prediction
بَيْدَامࣸ دࣸطَࢽْسَ کࣸوْاْبَرَابَا,بَيْدَامࣸ دَطَࢽْسَ کࣸوْاْبَرَابَا
جِبرِيلࣸ مِيکَاءل إِسْرَاڢِيلࣸ عَزَرَاءيلࣸ ؞ سࣸࢽْ تَڢࣸو سࣸڧَرْڢَڢَ اَلدِّيࢽِ دَسࣸࢽَّرْ مࣸحَمَّدَا,حَرِيلࣸ مِيکَامِ إِسْرَاڢِيلࣸ حَرْرَابِيلࣸ ؞ سࣸࢽْ تَڢࣸوسࣸغَرْڢَڢَ اَلدِّࢽْ َسࣸࢽْ مࣸحَمَّدَا
ثࣸوتَرْ ࢽَڧَسَرْسَ بَيْ سَثٜيٰ بَا    طࢽد,تࣸوتَرْࢽَغَسَرْسَ بَيْ سَثٜيٰ بَاطَࢽْدَ
کَلَڢࣸو تَغَاطࣸ دٜهِمِّ دࣸنْيَا تَعْيࣸرَلْ نَاتَࢽْ عٜجَهَنَّمَ يِيتٜ وࣸلْغٜ عٜبࣸوتَتَا,کَلَبࣸوࢽَغَاطࣸدٜهِددّنْيَاتَمْيࣸرْلْ نَاتَ عٜجعَتَ بِتٜ ولڢ غٜبࣸوتَا
ذَࢽْبَڧࣸوَامَيْ ذࣸرْڢِࢽْ تࣸࢽْبِي   بَاتَ تَکࣸووَا سَيْتْ تَکَࢽْتَا,ذَࢽْبَڧْوَامَيْ ذࣸرْڢِࢽْ تْࣸبِي  بَاتَ تَکࣸووَاسَيْتَ ثِکِࢽْتَا
15,1
حکمثي يابوا ياغماس ايکو    اࢽاودذاميي مبوي ࢽصارا,حکمثي بابواياغماس ايکو اࢽاودذاميي مبوي ࢽصرا
مَيْڧِࢽْ زَکَاڢِطِرِي ڟَيَا    بَاࢽَاکࣸࢽٜىبَاوࣸرِࢽْ سَىْ دَࢽْ غَࢽَا,مَيْڧِࢽْ زْکَاڢِطِري ڟَيَا بَاࢽَاکࣸࢽٜيٰبَاوࣸوࢽْ سَيْ دَࢽْ غَࢽَا
کَرْسࣸيَردَدَمَاسࣸ ڟَاڢِى سࣸࢽْزَمࣸواْسَوࢽَىٰٜ عَڢَيڢَى,کَرْشِيَرْدَدَمَاسࣸ ڟَاڢِي  سࣸࢽْزَمࣸواْسࣸوࢽٜيٰ عَڢِيْڢِى
مَوَحَلْتَاࢽَطَاکِࢽْ دࣸوࢽِيَا   بَاسَا عِبَادَ سَيْ بَوْتَرْ ثِکِي,مَوْحَلْتَاࢽَطَاکَࢽْ دࣸوࢽْبَا  بَاسَاعِبَادَسَيْ بَوْتَرْثِکِي
مࣸمْتࣸيْطࣸ دࣸنْيَا جرْسࣸيَࢽْ بلَوࣸجَّدࣸ جَلٜيَىْ اَمَا يَࢽْ وايَيࣸهْ حࣸکࣸمࣸمْتَتَا,مࣸنْتࣸيْطࣸ دࣸنَْاجٜرْسبَهْ عَلࣸوڢَهࣸ جَلٜيىْ ࡶَمَايَدْ وَايَيْهْ حࣸکࣸمْمْتَا
ڢصل نا ا خذصحڢ الاعمال,ڢصل نا اخذصڢ الاعال
وَاڧَرْ کَارࣸو عࣸوَرْ مࣸوغࣸواْ  دَغَ حَامِسࣸ يَادࣸودࣸ ڢࣸࢽْتࣸوَاْ,وَاڧَرْکَارࣸوعࣸوَرْ مࣸوعࣸوْ  دَغَ حَامِسࣸ يَادࣸودࣸوڢࣸࢽْتࣸواْ
ذࣸوثِيَاتَيْ إِعْتِڢَادِ ڢَيْ دَبࣸويٜيٰ أَکࣸويْ مࣸرَادِ,ذࣸوثِيَاتَيْ إِعْتِڧَادِ  ڢَيْ دَبࣸويٜيٰ أَکࣸويْ مࣸرَادِ
دَسَرْڧَابَادَکࣸورࣸوَابَا,دَسَرْڧَابَادَکࣸورࣸوَابَا
دࣸکَ ࢽَمَجِࢽْ دِيطَوْݣوٰࢽَࢽْ وࣸتَا   إِࢽْ يَّحَࢽَامَتَ دَيْ بَيْ سࣸࢽَتَا,دࣸکْ ࢽَدجِࢽْ دَيطَوْکࣸوࢽَࢽْ وَتَا  إِࢽْ يَحَࢽَامَتَ دَيْ بَيْ سسࢽْتَا
کَوْادَڢِࢽْ ڧَرْڢِࢽْ سَرَوْتَا    يَڧِ ثِي يَڧِ شَا يَبَرْتَا,کَوْاْدَجِࢽْ ڧَرْڢِࢽْ سَرَرْتَا  يَڧِ ثِيِ يَڧِشَايَبَرْتَا
ࢽِى ࢽَاتَبَّتَاکࣸطِى أرْزِڧِيࢽٜىٰ    بَاسَامࣸࢽْسࣸ سَيْ تَحَࢽْيَرْصَࢽَاعَ,ࢽِي ࢽَاتَبتَاکࣸطِي أَرْزِڧِيࢽٜيٰ  بَاسَامࣸࢽْسࣸ سَيْ تَحَࢽْيَرْصَࢽَاعَ
إِࢽْکَاشِغٜيٰسࣸ سࣸثٜيٰ دّکَيْ مَيْسَࢽْ ࢽَسࣸو  کَيْوِࢽٜيٰ سَيْکࣸوْ طَيِࢽْ ڟِيَاغَمࣸتَاࢽٜي,إِࢽْکَاشِڧٜيٰسࣸ سࣸثٜيٰ دَکَيْ مَيْسَࢽْ سࣸو  کَيْوَاࢽٜيٰ سَيْکࣸوطَيِࢽْ ڟِيَاغَمَتَاࢽٜيٰ
1388,1دد
دࣸوبَ دَىْ ڢِرعَوࢽْ وَيشِى ࢽٜىٰ طَغَاوَبَاکَمَرْشِ,دࣸوبِ دَيْ جَرْعَوࢽَ وَيْشِي  ࢽٜيٰ طَذَاوَبَاکَمَرْشِ
کَمَࢽْ حࣸکࣸࢽْ ثِࢽْ غٜيٰويَاکَاسࣸوا    کَبَاشِ حَاجّࣸايَي يَاوࣸوࢽِي,کَمَࢽْ حࣸکࣸࢽْ ثِࢽْ غٜيٰوبَاکَاسࣸوَا  کَبَاشِ حَاڢࣸيَيْ يَاوَروࣸࢽِي
تࣸوْاْبَرٜيٰ مثٜيٰ مَيْ حࣸسࣸومَا  وَثّٜيٰ بَاتَ بَرِࢽْ ظَلَامَا,تࣸوْاْبَرٜيٰ مَثٜيٰ مَيْ حࣸسࣸومَا  وَثّٜيٰ بَاتَ بَرِࢽْ ظَلَامَا
دَيَبَّيَّࢽَامࣸࢽَ غَسْکِيَادࣸکَمࣸࢽْجِيَا   ڢَسَي کَاڢِرِيوَدَوِّحَࢽْيَرمࣸحَمَّدا,دَيَيَّيَّࢽَامࣸࢽَ غَسْکِيَادࣸکَ مࣸࢽْجِيَا   جَسَيْ کَاڢِرِيڢَ دَيَيّࣸ کࣸࢽْبَرْ مࣸحَمَّا
َذࣸوثِيَرْ کࣸوَاتَوَايٜيٰ   غاصِڢَامَيْبَادَڧَايٜيٰ,ذࣸوثِبَرْکࣸوَاوَاتَوَايٜيٰ  غَاصِڢَامَيْبَادَڧَايٜيٰ
حَرْيَکَامࣸ يَࢽَٜىٰمِ سَࢽْدَا    أَࢽْکَ سَامِ وࣸڧَادَاَدَّا,حَرْيَکَامࣸ يَࢽٜيٰمِ سَࢽْدَا   أَࢽْکَ سَامِ وࣸڧَادَأَدَا
أىْ ذَتࣸࢽْ کࣸوَامَاأحَࢽْڟَا    ࢽٜىٰ ثِکِࢽْ مَامَاکَڟࣸوڟَا,أَيْ ذَتࣸࢽْ کࣸوْاْمَاأَحَࢽْڟَاࢽٜيٰ ثِکِࢽْ مَامَاکَڟࣸوڟَا
ࡼلطَّاهِرࣸعٜلٜيْدِللَبࣸدِوَالضَّرْبَةࣸࡼلاࣸوْلَىٰ,ࡼَلطَّاهِرࣸعٜلٜيْدِلَبࣸدٜوَالضَّرْبَةࣻ ࡼلاّࣸوْلَىٰى
وَذࣸواعْوِلاَتَخْڢَ ڢَصَاحِبࣸهَا مع الشريعة لاينڢک روجل,وذوافڢ المع اتخى ڢصلاحبما مع الش يڢعة لا ينڢک م وجل
عٜࢽْ اوا,عم
کࣸحَڧࣸرٜيٰ دَکࣸوکَࢽْسࣸ ڢࣸطَارِي دَبَࢽْ غَرِي ؞  کࣸسَامࣸ لاَدَا کࣸࢽْجِ زَࢽْثٜيٰ مࣸحَمَّدَا,کࣸغࣸرٜيٰ دَکࣸوکَࢽْࢽْسࣸ ڢࣸطَارِي دَبَࢽْ غَرِي ؞ کࣸسَامࣸڢَلَادَأࣸکࣸࢽْجِ زَࢽْثٜيٰ مࣸحَمَّدَا
26,1
ࡼلاِحْرَامِ سَاوَ هَبِّرَاوࣸ هَرْمِنِرْوࣸفࣸࢽْ,ااِحْرَامِ سَاوَهَبِّرَاوࣸ هَرَمِنرْوࣸ فࣸࢽْ
شِي کَبَوْتَوّࣸتَاڢَ تَبَّتْ حَڧِيڧََا,شِي کَبَوْتَوࣸتَاڢَتَبَّتْ حَڧِيڧَا
سَࢽْدَشَاڢَ رࣸوَا يَڧَارٜيش    سَيْ أَسَࢽْࢽْ زَرٜيٰ أَکَوْرٜيٰ,سَࢽْدَشَاڢَ رࣸوَايَڧَارٜيٰ  سَيْ أَسَࢽْيَ زَرٜيٰ أَکَوْرٜيٰ
أَوْضٜيٰ ࢽٜيٰ ࢽِي ࢽَسَّاکَيْ ࢽَا    إِࢽْ کَمَڟَا مَࢽِ إِࢽْ تَڢِيَاتَا,أَوْضٜيٰ ࢽٜيٰ ࢽِي ࢽَسَّکَيْ ࢽَا  إِࢽْ کَمَظَامِي إِࢽْ تَڢِيَاتَا
يَايِي هࣸورࣸوْابَادَکَࢽْغَرَابَا,يَايِي هࣸورࣸواْبَادَکَࢽْغَرَابَا
بَاسࣸ ڧَوْࢽَرْمَىْ تَلَوْثِ    وَࢽْدَيَىْ هَکَ يَىْ بࣸتࣸلْثِ,بَاسࣸ ڧَوْࢽَرْمَيْ تَلَوْثِ  وَࢽْدَيَىْ حَکَ يَيْ مࣸتࣸلْثِ
ࢽَاوَخَيْرِيَاڧَرَࢽْتَ    کࣸواْکَمَرْڧَايَا ࢽَهࣸوتَا,ࢽَاوَخَيْرِيَاڧَرَࢽْتَ  کࣸواْکَمَرْڧَأيَاࢽَهࣸوتَا
بَاوَاغࣸدَجّٜيٰ مَالَمْ يَثٜيٰ مَࢽَا    لَادَاأَکَࢽْيِي دَمَيْࢽٜيٰ مَاࢽَسَا,بَاوَاغࣸدَجّٜيٰ مَالَمْ يَثٜيٰ مَࢽَا  لَادَلَکَࢽْيِي دَمَيْࢽٜيٰ مَاࢽَسَا
وࣸنِى عٜمَکّࣸ حَرَّمَ ࡼللَّهࣸ ࡼلْجَّنَةَࡶَللَّهࣸ حَرْمِنِى,وࣸنِي عٜمَکّࣽ حَرَّمَ ࡼللَّهࣸ ࡼلْجَّنَةَ ࡶَللَّهࣸ حَرْمِنِي
کما تفدس عࢽ شبه يکوࢽ له ؞ اࢽالمشبى مࢽ تاه تااعزلل,کاتفدسࢽ عࢽ شب يکوࢽ له ؞ اࢽ المشبه مࢽ تاه ت الزلل
کࣸمَاتَࢽْبَيَّا بَࢽْدِّرْ حَلَرْࢽِي مࣸتࣸمْ يَابِي,کَمَاتَࢽْبَيَّابَࢽْدࣸرْحَلَرْࢽِىِ مࣸتࣸمْ يَابِ
عليه ازکى صلا ة الله ثم على ؞ کل ا لنبيبيࢽ نا الا صباح والامل,علب ازحى ماخ اله ت على ؞ کل النببيࢽ ع الامباع والامل
يَايِ حَلِتَّ دࣸکْ ڢࣸدࣸومِࢽْ مࣸحَمَّدࣸ؞ دࣸࢽْ سࣸودَيَرْدَاتَسْ غَسِيدِ مࣸحَمَّدَا,بَايِ حَلِتّࣸ دࣸکْ ڢࣸدࣸومِي مࣸحَمَّدࣸ ؞ دࣸࢽْ سࣸودَيَرْدَاࢽَسْْ غَسِيدࣸ مࣸحَمَّدَا
وࣸنداکࣸءنياجَبَ٘تَاکࣸ کٜبࣸيْطࣸطࣸمْ بَلَغِيࢽَ دࣸومࣸوعکٜمْکِ ڢَاطࣸ عࣸوَسْتَتَا,وࣸنْدَاوࣸ دࣸنْيَاجَّبَتَاکࣸ جٜبࣸيْعࣸممْ بَعَعِيدَ دࣸومࣸمِکٜمْڢِ جَادࣸ جࣸوَسْتَتَا
بّعّسّاکࣸمَ مَاسࣸ جَࢽَّبَابَا,بَعَسَاکࣸمَ مَاسࣸ جَࢽَّبَابَا
أَکَبِيسࣸ سَيْ سَارَادَسࣸوکَ أَکٜيٰ مࣸسࣸ ؞ أَࢽْ بِيسࣸ دࣸکْ أَࢽْ کَسْسࣸ دَرَجَ الْمࣸحَمَّدَا,أَکَيِيسࣸ سَيْ سَارَادَسࣸوکَ أَکٜيٰ مࣸسࣸ ؞  أَࢽَبِيسࣸ دࣸکَ أَرْ َْسࣸ دَرَجَالمࣸحمَّدَا
14,1
سࣸوْابَ ڧَرْڢِي کࣸوْاسَرَوْتَا کࣸوْاذَمَادَرَشِࢽْ ڢَهِمْتَا,سࣸوْابَ ڧَرْڢِي کࣸواْسَرَوْتَا  کࣸوْاْذَمَادَرَشِࢽْ ڢَهِمْتَا
لولا ايمتنا لله دفدسبفوا ؞ لم نلتڢتهم سوى بالبيض والاسل,لولايمتناللى دفدسبفوا ؞ لم نلت ڢتم صوى ب اليض وى الاسل
ࢽَاوَخَيْرِيَاڧَرَࢽْتَ     کࣸوْاْ کَمَرْڧَايَاࢽَهࣸوتَ,ࢽَاوَخَيْرِيَاڧَرَࢽْتَ  کࣸوْاْکَمَرْڧَايَاࢽَهࣸوتَ
بَامَڢِي مࣸوࢽِࢽْ بَلَاء    غࣸࢽْ مࣸتࣸم ڢاثٜيٰ دࣸعَاءِ,بَامَڢِ مࣸوࢽِࢽْ بَلَءِغࣸࢽْ مࣸتࣸمْ ڢَاثٜيٰ دࣸمَاِ
ڧَࢽٜيٰ دَوَاࢽَسَا سَيْ غَابَا سࣸکٜيٰ  کَمَرْمࣸسࣸلْمِي دَکَاڢِرِٜي باشِرِٜي,ڧَࢽٜيٰ دَوَاࢽَسَاسَيْ غَابَاسࣸکٜيٰ  کَمَرْمࣸسࣸلْمِي دَکَاڢِرِي بَاشِرِي
غَامࣸ غࣸࢽْ جِيکَࢽْکَ شَيْخࣸ    دࣸوٜࢽْ إسَرْکَاکَࢽْکَ ࢽࣸوحࣸ,غَامࣸ غࣸࢽْ جِيکَࢽْکَ شَيْخࣸ  دࣸوِࢽْ إِسَرْکَاکَࢽْکَ ࢽࣸومࣸ
کࣸمَ کرْکَبِيسࣸ أَکَࢽْ أَبِࢽْدَسࣸکٜي ࢽࣸڢِ    إِࢽْدَيْ أَبِࢽْࢽَࢽْ بَابࣸ کٰٜوْڢَ کَغَاࢽٜيٰ,کࣸمَ کَرْکَبِيسࣸ أَکَࢽْأَبِࢽْدَسࣸکٜيٰ ࢽࣸڢِ  إِࢽْدَيْ أَبِࢽْࢽَࢽْ بَابࣸ کࣸوْڢَ کَڧَاࢽٜيٰ
الله يکي ک يميدکي دڢرࢽثک  برࢽي کࢽو تي مرحب دزوࢽکا,اله يکي کيميدکي دڢرثک  برࢽي کࢽوتي امرحب دࢽْواࢽا
ثَࢽْ أَرَاࢽَࢽْ ࢽَࢽْتَ تَاشِ    بَاتَ لَامࣸࢽْثٜىٰمَ سَاشِ,ثَࢽْ أَرَاࢽَرْࢽَࢽْ تَتَاشِ  بَاتَ لَامࣸࢽْثٜىٰمَ سَاشِ
حَسَّدَادࣸوْاْمِࢽْ شَڧَاوَا    کࣸوْاْسࣸکِبْرࣸ ذࣸوَاطَغَاوَا,حَسَّدَادࣸوْاْمِࢽْ شَڧَاوَا کࣸوْاْسࣸکِبَرࣸذࣸوَاطَغَاوَا
بَکࣸوَاثٜىٰ دَىْ ࢽِيڢَادَࢽسَࢽْ جِکِيبَا    دࣸومِࢽْ کࣸوعَذَوࢽٜىٰ سَىْ عيِى صَࢽَاءَ,بَکࣸوَاثٜيٰ دَيْ دَࢽِيڢَادَࢽْسَࢽْ جِکِييَا  دࣸومِࢽْ کࣸوعَذَوْࢽٜيٰ سَيْ عَيِي صَࢽَاءَ
کَاغَامَࢽْيَا سࣸࢽْسَوْ غَسَکِيَا   مَالࣸمَا کࣸمَاسࣸࢽْ تَاکٜيٰ شِࢽَا,کَاغَامَࢽْيَاسࣸࢽْسَوْغَسْکِبَا  مَالࣸمَاکࣸمَاسࣸࢽْ تَاکٜيٰ شِࢽَا
إِࢽْبَاکَڢَطِي کَࢽَاغࣸدࣸوبَا,إِࢽْبَاکَڢَطِي کَࢽَاغࣸدࣸوبَا
کࣸکَوْدَإِدَاࢽࣸࢽْکࣸ غَلّࣸࢽْتَ دࣸوࢽِيَا ؞  کَذَاذࣸوثِيَرْکَ تَبَرْتَ دࣸࢽْ سࣸࢽْ مࣸحَمَّدَا,کࣸکَوْدَإِدࣸوࢽࣸࢽْکࣸ غَلّࣸࢽْتَ دࣸوࢽِيَا ؞ کَذَاذࣸوثِيَرْکࣸ ࢽَبَرْتَ دࣸرْسࣸࢽْ مࣸحَمَّدَا
سَيْ يَيْ کَڢَارَوإِࢽْْ کࣸويَاڧِيَا   يَاجَىٰ مَکَࢽْسَاعَذَابَ اَلْأَخِرَىٰ,سَيْ يَيْ کَڢَارَوَࢽْ کࣸويَاڧِيَا  بَاجٜيٰ مَکَࢽْسَاعَذَابَ هَاَخْرَيٰ
أࢽْکَثٜىٰ يَثِرَايَتَاشِ    يَاکَتَرْتَ غَوَࢽْدَيَيْشِ,أَࢽْکَثٜيٰ يَثِرَابَتَاشِ  بَاکَ کَࢽَرْتَ غࣸوَࢽْدَيَيْشِ
ذَاسࣸ عِيَ هَࢽَ أَصَادࣸو دَࢽِي کَيْ ڟَيٜيٰ دَغَ ثِکِي أَݣࣸيْ رَشِࢽْ,ذَاسࣸ عِيَ هَࢽْ أَصَادࣸودَࢽِي کَيْ ڟَيٜيٰ دَغَ ثِکِي أَکَيْ رَشِࢽِْ
ملَّکَاࢽٜيٰ مَاسي ثࣸوتَا   ڢَجِرِي کٜيٰ تَاࢽَدِࢽْتَا,هَلَّکَاࢽٜيٰ مَاسࣸ ثࣸوࢽَا  ڢَاجِرِي کٜيٰ تَاࢽَدِࢽْتَا
سَيْ إِيَالِي سࣸيْتَ کࣸوکَا    غَازَࢽٜيٰ أࢽْ لࣸلّࣸبٜيٰکَا,سَيْ إِيَالِي سࣸيْتَ کࣸوکَا  غَازَࢽٜيٰ أَࢽْ لࣸلّࣸبٜيٰکَا
واعلم عجال الفول متسع ؞ ڢيها ونا الطول ما يخشى مࢽ الملل,واعلم بجال الفولى متسع ؞ ڢبماوت الطول ما يخشى مࢽ الملل
١٦,1
وَࢽْدَبَيْتࣸوبَ کࣸࢽْجِ حَڧَّاشِڧࣸوࢽَا    کࣸࢽجِياَ وَعْظࣸࢽَا کࣸذَمْ يِࢽْڢَ سَوْࢽَا,وَࢽْدَيَيْتࣸوبَ کࣸࢽْجِ حَڧَّاشِغࣸوࢽَا  کࣸࢽْجِيَاوَغْڟࣸࢽَاکࣸ ذَمْ يِࢽْعَسَوْࢽَا
دَدَاوَرَغࣸوَاکَامࣸسࣸلمِى سࣸجِيتا    سࣸبَرْسࣸࢽ سࣸتَارَادَمِيزِࢽا,دَدَاوَرَغࣸوَاکَامَسࣸلَمْي سࣸجِيࢽَا  سࣸبَرْسࣸ مࣸࢽَارَادَمِيزْࢽَا
تعلى نا زمࢽ تهم,تعلى ڢزمࢽ نهص
غَدࣸ کَࢽْ بࣸکَاتࣸوࢽَي کَيِومَسࣸ  تَيْمَکࣸو کَاسَمِ لاَدَکَايِبَّبرْ ڧَارࣸوَا,غَدࣸکَࢽْ بࣸکَاتَوࢽَيْ کَيࣸومَسَ تَيْمَکࣸوکَاسَامِ لَادَکَديبَّيرْڧَارࣸوَا
رࣸفَنتٜ نࣽحِمّࣽوجَنڢِتࣽيࣽو>   کَࢽْنڡَ يࣽبࣽيْتٜ إدٜرْڢٜسࣸفࣽلْ,رࣽفْنْتَنࣽجّٜࣸوجَنْڢٜتࣸيࣸوکࣸࢽَ جَنْهَ يࣸتࣸيْتٜ ادٜرْ ڢٜسࣸعا
إِࢽْبَاسَاݒࣸواْأَکَيْ ࢽࣸڢِيبَا,إِمْبَدسَابࣸواْأَکَيْ ࢽࣸڢِيبَا
ذَمَامࣸومِࢽِي إࢽْ يَاجِ وَعْظࣸ شِسَمْ    دَطِى ࢽَرِيبَادَاࣸࢽࣸڢَاڧِى غَسࣸࢽَّرْمࣸحَمَّدَا,ذَمَامࣸومِغِ إِࢽْ بَاجِ وَغْذࣸشِسَمْ  دَطِ ࢽَرِيبَادَأࣸࢽْڢَاࢽِي غَسࣸࢽَّرْمࣸحَمَّدَا
جَنْفࣸدٜ يࣸمَّ اَلْفࣸرْءَاࢽَ وَالسّࣸورَةࣸعٜسِمࣸورٜ,جَنْفْدٜيࣸمَّ ࡻَلفࣸرْءَ اࢽَ وَالسࣸورَةࣸ عٜسِمࣸورِ
ڢَرَاࢽَاتَࢽَاتَڢَسَاغَکَاࢽࣸودَڧࣸلّࣸوَرْ     مِيَاغࣸودَسࣸࢽْکَ ڢَڧَرْيَتَاغَمࣸحَمَّدَا,ڢَرَاࢽَاتَࢽَاتَڢَسَاغَکَاࢽࣸودَڧࣸلّࣸوَرْ  مِيَاغࣸودَسࣸࢽْکَ ڢَڧَرْيَتَاغَمࣸحَمَّدا
وليس يهل ذوالتفوى جوارد ؞ کالعيࢽ والسمع ت صبح ونامل,ولس يعل ذوالفوى جوارڡ ؞ کالعيࢽ والع ت صج وک اسل
شِي ڢِدَاءࣸࢽَاسَ حَࢽْيَا    کٜىٰدَڧࣸلْ هࣸوَخَمْسࣸ مِيَّا,شِي ڢِدَاءࣸ ࢽَاسَ حَࢽْيَا کٜىٰدَڧࣸلْ هࣸوَخَمْسࣸ مِيَّا
دَطَ بَاکࣸرْطِ ࢽْکَ کَاذࣸبَابَا,دَطَ بَاکࣸوْطِࢽْکَکَادࣸبَابَا
کَࢽْ تَهࣸوْوَرْمَاسࣸ وَࢽْکَا    غَالِکَّڢَࢽِي أَطِࢽْکَا,کَࢽْ تَهࣸوْوَرْمَاسࣸ وَࢽْکَا  غَالِکَڢَࢽْي أَطِࢽْکَا
وࣸنِى عٜمَکّࣽ لاَخَيْرَمࣽجّٜرٜعَلَنَاڢِح مَࢽ لاَّيَسْتَحْيِى,وࣽنِي عٜمَکّࣽ لاَفّيْرَمࣸجٜرٜ عَلنَاڢِي مَرْلࣸ يَسْلَحِيِ
بَاذَاتَ ثِکَادَأَرْزࣸکَابَا,بَاذَاتَ ثِکَادَأَرْزࣸکَابَا
دَࢽَمِيمَࢽْثِي دَڧࣸلَّاغَابَا,دَࢽَمِيسَࢽْثِي دَڧࣸلَّغَابَا
وَثّٜيٰ کٜيٰ حَکَ غوْاْبٜيٰ دࣸلٜيٰ    لَاخِرَاتَيْ غࣸوْاْلٜيٰ غࣸوْاْلٜيٰ,وَثّٜيٰ کٜيٰ حَکَ غࣸوْاْبٜيٰ دࣸوࢽٜيٰ لَاخِرَاتَيْ غࣸوْاْلٜيٰ غࣸوْاْلٜيٰ
أّࢽْثٜيٰ کَرَاتࣸو سࣸࢽْثٜيٰ سࣸࢽڧِيَا    سࣸࢽْ طَوعَدِيکࣸوذَاسࣸ ڧَسَرْ جَبَىٰ,أَࢽْثٜيٰ کَرَاتࣸوسࣸࢽْثٜيٰ سࣸࢽْڧِيَا  سࣸࢽْ طَوْمَدِيکࣸوذَسࣸ ڧَسَرْجَبَيٰ
سيش,سيش
سَي شِسَࢽْ ڢَضَلَاغَرٜيٰسࣸ  رَࢽْ مَثٜيٰوَرْ طَࢽْغَ ࢽَاسࣸ,سَيْ شِسَࢽْ ڢَضَلَغَرٜيٰسࣸ  سَࢽْ مَࢽٜيٰوَرْطَࢽْغَ ࢽَاسࣸ
أَمَّاڢَاإِࢽْ بَيْتَرْدَرِࣸوَابَا  يَجَاڧَسَادَيتࣸوࢽࣸويَيْ ثِکࣸو,أَمَّاڢَلَإࢽْ بَيْتَرْدَرࣸوَابَا  يَجَاڧَسَادَيَتࣸوࢽࣸويَيْ ثِکࣸو
أَکࣸࢽْ وَسࣸࢽ ڟࣸࢽْڟَايٜىٰ دَمࣸريَسّࣸ تَڢِࢽَࢽْ    غَغࣸوغٜىٰ دَدَاطى دࣸک سࣸجِيسࣸ دَاَحمَدَا,أَکࣸرْوَسࣸ ڟࣸࢽْڟَايٜي دَمࣸرْيَسࣸ تَڢِࣸࢽَࢽْ غَڧࣸوغٜيٰ دَدَاطِي دࣸکْ سࣸجِيسࣸ دَأَحْمَدَا
هَرْأَذَارٜيٰ رَࢽْسَ بَيْ سَࢽِيبَا,هَرْأَذَامِيْ رَࢽْسَ بَيْدَسَࢽِيبَا
کَيْدَرَبّࣸ اِلْعَرْشِ کَاثٜي ذَاکَ بِيشِ کَکࣸوْأَمِࢽْثٜيٰ,کَيْدَرَبࣸ اِلْحَرْشِ کَاثٜيٰ  ذَاکَ بِيشِ کَکࣸوْأَمِࢽْثٜيٰ
رَࢽْ ذࣸوَايَاڧِࢽْ تَبࣸوکَ   ذࣸالْجَلالِ شِسَامࣸغَࢽْکَ,رَࢽْ ذࣸوَايَاڧِࢽْ تَبࣸوکَ  ذࣸواْالْجَلَالِ شِسَامࣸغَࢽْکَ
بَسࣸ ڢَاسَ کِرَاسࣸࢽَادَطِࢽبَا,بَسࣸ ڢَاسَ کِرَاسࣸࢽَادَطِيبَا
رࣸوَࢽْ جَمَعَابَذَى غَمٜىٰبَا,رࣸوَࢽْ جَمَعَابَذَى غَمٜيٰبَا
مࣸتَاࢽٜيٰ سࣸبَيَّࢽَ دࣸدَّ صَابࣸوࢽْدَسࣸࢽْکّيِ   دَبَابࣸ وࣸرِࢽْ بࣸويࣸوغَأللَّهْ ࢽَأحْمَدَا,مࣸتَاࢽٜيٰ سࣸبَيّࢽَ دࣸدَّمَابࣸوࢽْدَسࣸࢽْکَج  دَبَابࣸ وࣸرِࢽْ بࣸويࣸوغَاللَّهْ ࢽَأحْمَدَا
تࣸࢽْدَسࣸࢽَّرْمࣸصْطَڢَاࢽٜيٰ    إِࢽْ مࣸتࣸمْ يَابَبَّکٜيٰ ࢽٜيٰ,تࣸࢽْدَسࣸࢽَّرْمࣸصَطَڢَاࢽٜيٰ إِࢽْ مࣸتࣸمْ يَابَبَّکٜيٰ ࢽٜيٰ
کَبِ مَالَمِي دࣸومِࢽْکَصادࣸ دَأرْزِڧِ کَڟَرٜٜي أمَاࢽَادَࢽْ کَڧَارࣸ دَيٜࢽْ عࣸوَا,دَࢽْتَمَي ذࣸوࢽْࢽْ تَمَادࣸدَࢽْڧ  کَشْبَدغࣸوࢽَادَيْکَڧَهࣸ َتَيّبِࢽْ مࣸوَ
وکل عبدغدت لله عنى ته ؞ على العد وبذاک اک العزڢيصل,وکل عبدفدت لله عى ته ؞ على العدوبة اک العر جليصل
کࣸمَ ڧَرْيَتَاوَاثٜيٰ غَڢَطَرْأࣸبَࢽْغِجِ ؞  سࣸبْحَاࢽࣸهࣸ ڧَهَّارࣸ سَرْکِي مࣸحَمَّدَا,کࣸمَ ڧَرْيَتَاوَاثٜي غَڢَطَࢽْ دࣸبَࢽْغِجِ ؞  سࣸࢽْجَاࢽَمࣸ ڧَرَارࣸ سَرْکِࢽ مࣸحَمَّدَا
3,3
وَ مَسْحࣸ ࡼلرَّ عْشِ عٜمَسْکࣸدٜ هࣽو رٜ دٜرْ وَ غَسْلࣸ ࡼلرِّ,وَمَسْحࣸ ࡼلرَّعَرعٜمَسْکࣸدٜهࣸورٜدٜرْوَغَسْلࣸ ࡼلْلِّ
ميشرࢽ,مي شرࢽ
سࣸيْتَ عِلمِ تࣸࢽْدَڢَارِي غَسْکِيَاتَرِ غَايِ شَرِّي,سࣸيْتَ عِلْمِ تࣸࢽْدَڢَارِي  غَسْکِيَاتَرِغَايِ شَرَي
