CER,GroundTruth,ImageID,ImagePath,Label,Notes,Prediction,Timestamp
0.3333333333333333,عقود في بضعة              من العمر وصارت الى ما صرنا فيه بين حابل ونابل، ومشرق,train_003744,../data/muharaf_prepared_resized/train/train_003744.png,Valid but hard,,علصو من العمر وصارت الى ما صرنا فيه بين حابل وناب، ويشرق,2025-11-28T10:10:55
0.3333333333333333,SB1A-4,train_016806,../data/muharaf_prepared_resized/train/train_016806.png,Script mismatch (non-Arabic),,S1A-1,2025-11-28T10:10:58
0.3333333333333333,كاتب ⸗ ⸗ ⸗ ٤٥ خمسة واربعون ليره ⸗,train_013666,../data/muharaf_prepared_resized/train/train_013666.png,Valid but hard,,كاحب:⸗⸗٥٥ خمسة واربعبون ليكه,2025-11-28T10:11:07
0.3333333333333333,جان,train_014949,../data/muharaf_prepared_resized/train/train_014949.png,Valid but hard,,جاني,2025-11-28T10:11:15
0.3333333333333333,للثقافة الشعبية ١١/ ٧/ ١٩٩٩,train_012384,../data/muharaf_prepared_resized/train/train_012384.png,Valid but hard,,لشفافة الشقيبة ١/ ٣/ ١٩٩,2025-11-28T10:11:19
0.3333333333333333,AF-357,train_000518,../data/muharaf_prepared_resized/train/train_000518.png,Script mismatch (non-Arabic),,AF-32,2025-11-28T10:11:26
0.3333333333333333,الخوراسقف,train_005924,../data/muharaf_prepared_resized/train/train_005924.png,Irrelevant / signature,,الخور سَقفا,2025-11-28T10:11:30
0.3333333333333333,بيأرض قفر قفرا ما حدا فيها                     ضيع عن الطرقا,train_006799,../data/muharaf_prepared_resized/train/train_006799.png,Valid but hard,,بير ضن قفراما حدا فيها                                 يع لطرق,2025-11-28T10:11:36
0.3333333333333333,. واجلت الجلسَة لنهار الاربعا فى ١١ ت٢ سنة ٣٠٣ وبالوقت المعين حضر سَعيد وكيل المدعى عليه واما المدعى فلم يحضر ولا ارسَل عنه وكيلاً ولم يبد عذرا فطلب الوكيل الحكم لموكله,train_016117,../data/muharaf_prepared_resized/train/train_016117.png,Valid but hard,,ا ال لسلة ا الرا ت ٣ والقت الحين حر سَيد وكيل المدعى عليه واما المدعى فلم يضر ولا رَل عنه وياً ول يد طا الكل الحكلم امك كه,2025-11-28T10:11:38
0.3333333333333333,حميدا.,train_002671,../data/muharaf_prepared_resized/train/train_002671.png,Valid but hard,,ميدار,2025-11-28T10:12:51
0.3333333333333333,الخورى بطرس حسن,train_008992,../data/muharaf_prepared_resized/train/train_008992.png,Irrelevant / signature,,الخور بطرس,2025-11-28T10:12:54
0.3333333333333333,أي خصم ٧٥ من وهو يريد يتثنى الورقة الذي,train_020637,../data/muharaf_prepared_resized/train/train_020637.png,Valid but hard,,اني خصم  وهو يريد يتحب اتورف الذي,2025-11-28T10:13:21
0.3333333333333333,etc - - -,train_010728,../data/muharaf_prepared_resized/train/train_010728.png,Script mismatch (non-Arabic),,t- - -,2025-11-28T10:13:29
0.3333333333333333,أأبسم والجلاد تعْب نواظري ؟                  إذنْ أنا كذابُ لئيمُ التقلّبِ.,train_004104,../data/muharaf_prepared_resized/train/train_004104.png,Valid but hard,,أأبسم والجلاّد نقب نواظري ؟                      ُ للِّ,2025-11-28T10:13:36
0.3333333333333333,نمره ٢,train_009260,../data/muharaf_prepared_resized/train/train_009260.png,Segmentation error,,مره ٣,2025-11-28T10:13:58
0.3333333333333333,ابنأ جيرتى لعلهم يفرحون.,train_001734,../data/muharaf_prepared_resized/train/train_001734.png,Valid but hard,,أ بجدت لعلهم يفرصون.,2025-11-28T10:14:16
0.3333333333333333,التي تعادل البكالوريا,train_012357,../data/muharaf_prepared_resized/train/train_012357.png,Valid but hard,,امني توادل اليق لوويا,2025-11-28T10:14:28
0.3333333333333333,صفحة اولى/١           قرار رقم ١٥,train_016525,../data/muharaf_prepared_resized/train/train_016525.png,Valid but hard,,ح          قرار رقم ١٥,2025-11-28T10:14:33
0.3333333333333333,MK2A-7 15,train_012422,../data/muharaf_prepared_resized/train/train_012422.png,Script mismatch (non-Arabic),,MK2A-1,2025-11-28T10:14:38
0.3333333333333333,على حلب ابونا يوسف مات واعطاكم عمره رشيد عمونيل اتى لعند ريس العام بسَبب,train_005603,../data/muharaf_prepared_resized/train/train_005603.png,Valid but hard,,على حلى انا وسف مات واعلاكمكل رشيد بعا موسل ان عدري العام ستب,2025-11-28T10:14:42
0.3333333333333333,الرياض: فى ١١ شعبان ١٣٤٧,train_002722,../data/muharaf_prepared_resized/train/train_002722.png,Valid but hard,,الرباضن اتى  شعبا ١٣٧,2025-11-28T10:14:52
0.3333333333333333,لدى المذاكره ثبت من مراجعة قيود المحكمة بان المدعى عليها المرقومة اشترت من الخورى يوسَف حيمور المتوفى بعض عقارات بمبلغ ثلاثين الف قرش وانه ابرا ذمتها منه وقد كفلت,train_016100,../data/muharaf_prepared_resized/train/train_016100.png,Valid but hard,,لد الاكم مذكمة ااة ة بحمة الماكمة من الدعى ليها المقومة اشرت من الورى يوسَف حيور المقرفى بعض عقارت بجل ثان القرن وا اا ه ه  لت,2025-11-28T10:14:53
0.3333333333333333,علوم لإنقاذ طوس من عدوها,train_003297,../data/muharaf_prepared_resized/train/train_003297.png,Valid but hard,,اتقاذ طوس من عدوها,2025-11-28T10:14:56
0.3333333333333333,المعرض لشيحا نحو معهم مهاجرين لبلاد اميركا وأوروبا ...,train_015284,../data/muharaf_prepared_resized/train/train_015284.png,Valid but hard,,حرضي ليشكا عو مضهم مهاجي لبلاد اميركا واوروبا,2025-11-28T10:14:58
0.3333333333333333,AF-296,train_000238,../data/muharaf_prepared_resized/train/train_000238.png,Script mismatch (non-Arabic),,AF-39,2025-11-28T10:15:03
0.3333333333333333,BEK2A-5 3,train_003628,../data/muharaf_prepared_resized/train/train_003628.png,Script mismatch (non-Arabic),,BEK2A-2,2025-11-28T10:15:04
0.3333333333333333,دام بقاوه,train_014923,../data/muharaf_prepared_resized/train/train_014923.png,Irrelevant / signature,,دام بق,2025-11-28T10:15:13
0.3333333333333333,Office,train_001443,../data/muharaf_prepared_resized/train/train_001443.png,Script mismatch (non-Arabic),,Ofie,2025-11-28T10:15:16
0.3333333333333333,BEK2A-5 2,train_003572,../data/muharaf_prepared_resized/train/train_003572.png,Script mismatch (non-Arabic),,BEAK2A-2,2025-11-28T10:15:20
0.3333333333333333,Conkry,train_018376,../data/muharaf_prepared_resized/train/train_018376.png,Script mismatch (non-Arabic),,Mokkry,2025-11-28T10:15:25
0.3333333333333333,جوابي.,train_012467,../data/muharaf_prepared_resized/train/train_012467.png,Valid but hard,,صيابي.,2025-11-28T10:15:38
0.33125,ابنتها سَيده وبقيت العقارات بيدها لحين توفيها تم وضع المدعى عليه يده عليها من نحو سَنتين سَئل وكيل المدعى عليه عن ذلك فاجاب منكراً دعوى المدعى النسَب فى الملكية,train_016116,../data/muharaf_prepared_resized/train/train_016116.png,Valid but hard,,بابتها سَقده وقا القا ايه ل ين يتمت م الدعى عله ده عليها من نوسَين سَئء وكيل المدعى على عن ذن فابا مرا عد الدى السَ والكية,2025-11-28T10:15:44
0.3308270676691729,شاهدا اخر هو الشيخ سَمعان انطانيوس كرم من اهدن حلف اليمين شهد بوجه المدعى طبق شهادة الشاهد الاول ثم قدم المدعى شاهداً هو مخايل البدوى,train_016280,../data/muharaf_prepared_resized/train/train_016280.png,Valid but hard,,شهذا اخهو الشيخ سَمعان انطانيوس كوم من ام ري ها ى المين شهد بوجه المدعى عله بت شاد الشه الال الم المد اع د شا ه الى لدوى,2025-11-28T10:15:45
0.3303571428571428,هو علم وعت معكم ولازم انتم ايضًا تكونون على وعدكم ايَصا وقد تسوق بعض الإغراق من الانتيكات ويجلبها معه السفر. ...,train_014978,../data/muharaf_prepared_resized/train/train_014978.png,Valid but hard,,وعل ع وكم وام اتم ايا كون على وعدكم ايضاً وقد توق بوض الاغر حن والانتيات وجلا عمه البسرة. .  ه,2025-11-28T10:15:45
0.3303571428571428,هنا انك متيقن بان الاخ برنردوس طرد بغير حق لكن انا حباً بالحقيقه لا نميمة بالغير اريد ان اطلعك على سيرة هذا الاخ,train_005722,../data/muharaf_prepared_resized/train/train_005722.png,Valid but hard,,هنا كنا تين بان الاب روس طر وعين حق لكن انا حباً بالحقيق لا بمة الي ارا اك عى   لا,2025-11-28T10:15:47
0.3297872340425531,تفيي علينا وين ما كنا                                                 وعين العنايي صوبنا بتشوح,train_007060,../data/muharaf_prepared_resized/train/train_007060.png,Valid but hard,,ت                                                     ع عن ن اوح,2025-11-28T10:15:52
0.3287671232876712,وما ضرَّهم ان يُبطئوا ويتشاوروا، وفي الخمسة عشر المجتمعين، احبارٌ كثر ملء,train_019653,../data/muharaf_prepared_resized/train/train_019653.png,Valid but hard,,ومم نا يطلا ويتشاروا. وفي الخمسة عشر الجمية، ار كر ملء,2025-11-28T10:15:56
0.3286713286713286,يسَلم ولاوقف ولا معدة للاسَتغلال ثالثاً ان لا يسَوغ الحكم عليه غياباً قبل اخطاره بالاشعار الن لم يحضر تسَمع الدعوى غياباً ولم يصر ذلك رابعاً ان,train_016303,../data/muharaf_prepared_resized/train/train_016303.png,Valid but hard,,يسَلم واق وماده السقلا ثاً ان ا سوغ الحكم عليه غياباً قبل اخطاره بالاشعار ان لي يحر سَت العوع ا لك ا راً با,2025-11-28T10:16:47
0.3283582089552239,مواجهة علانية فى ١٨ ربيع اول ٣٠٥ وفى ٢١ ت٢ ٣٠٣ ولاجله تحرر هذا الاعلام نسَختين من محكمة بداية قضا البترون ليعطى لكل فريق نسَخة تحريراً,train_016312,../data/muharaf_prepared_resized/train/train_016312.png,Valid but hard,,واجعة لية ر با ة ٣٢ ت ٠٣ ولاجه تحر هذا الاعلام تسَنين من محكمة بداية قضا البترون بيوى طل فيف سَاة حرً,2025-11-28T10:16:48
0.328125,تقرير طنوسَ افندى ضاهر بعد حلفه اليمين القانونية لاجل تقرير الحق,train_009249,../data/muharaf_prepared_resized/train/train_009249.png,Valid but hard,,تقرير اراسن القدى ضاهر بد لة الين الانويه ل لحري الحق,2025-11-28T10:16:51
0.328125,بينك وبين ابن عمك فتامل الان جسَارة حكمك على هذا الخوري المسكين.,train_005735,../data/muharaf_prepared_resized/train/train_005735.png,Valid but hard,,بيك وبين اراعله قامل الاجهراه علك عه هذا الخوى المسكين.,2025-11-28T10:16:53
0.3278688524590163,ممنوعة بمقتضى المعاهدات الدولية لما ينتج عنها من الضرر العام.,train_015790,../data/muharaf_prepared_resized/train/train_015790.png,Valid but hard,,مقض العالمدولية لما ينتج عنها من الضم العام.,2025-11-28T10:16:59
0.3278688524590163,كان علي افندي مرسل من ثانية على الفرس ام لا الغاية فاذا كان هو بلحقيبة له رغبة بها فيرسل عليها غير طارش او ... يتراهم معنا,train_014981,../data/muharaf_prepared_resized/train/train_014981.png,Valid but hard,,كان اعلنى عيدي سليل مان ايه على الفرسم الا الفاين فاذا كان هوب القيقة له غبه بها فرسل ليا غي شرا واخوب بتارهم عنا,2025-11-28T10:17:00
0.3269230769230769,٢ شن الغارة على مخول طنوس مخايل وتشليحه بارودته وضربه بارض الجرد واشهار السلاح عليه اشقيا الهرمل معلومين,train_008650,../data/muharaf_prepared_resized/train/train_008650.png,Valid but hard,,ن العاده على مل طنون مخايل وتشليح باروته وربه بارض الحجره والشها الم عل اش ل لين,2025-11-28T10:17:01
0.3269230769230769,على جنابكم كما موضح بقفاه محرر ذهب ١٠٧٢٢ لزم افادتكم,train_000479,../data/muharaf_prepared_resized/train/train_000479.png,Valid but hard,,على جنايكر كما موضح بقضاه م ف١٠ م ادتكم,2025-11-28T10:17:05
0.3265306122448979,وكان العالم يضرب المثل بتعايشنا الاخوي - فلنتسآءل,train_006330,../data/muharaf_prepared_resized/train/train_006330.png,Valid but hard,,وكان العاليضر المقل بتبائيف الاخوي وليتأل,2025-11-28T10:17:06
0.3265306122448979,اكسلة نزلنا ... وننصنا الجادر حيث لم يكن لها معجع,train_015063,../data/muharaf_prepared_resized/train/train_015063.png,Valid but hard,,البل نزلنا بالخارج ونصنا الجادر حيت لم يكن بها مهجوم,2025-11-28T10:17:08
0.3260869565217391,يحق ان نسميها عله فدلخنا وصرنا ...الوصف الحفرة,train_015060,../data/muharaf_prepared_resized/train/train_015060.png,Valid but hard,,ان نسميها عله فدخلنا وصرنا نقلو. الغبره,2025-11-28T10:17:09
0.3260869565217391,السنة هذه كنت بالصيف في البيت بالقطين وكان معي عشرين فاعل يشتغلوا الشقفة خلف البيت التي كانت,train_010347,../data/muharaf_prepared_resized/train/train_010347.png,Valid but hard,,ة ذ ات البت في اليت القطين وكان معي عشري ال ستغلوا السَفه الغ البي ا ات,2025-11-28T10:17:10
0.3260869565217391,بان يلهمكم نعمة الصبر والسلوان على فقد العريز الكريم تغمد الله نفسَه السعيدة برضوانه واحصاها,train_004448,../data/muharaf_prepared_resized/train/train_004448.png,Valid but hard,,بن م كم مة المحرير والان على قد العريز الكريم تقد اله فس السعبدة وبرا واحا حها,2025-11-28T10:17:11
0.3260869565217391,ما وضع كاهنا لاتنيا حسب رجا البطرك لان اولئك الكهنه كانوا فى وظائفهم (آه يا حسرتي عليك قديشك,train_005740,../data/muharaf_prepared_resized/train/train_005740.png,Valid but hard,,ما وعضا انا لتينا احس بها البطرط اك لانداولك اكلن كانوا فى طافهم كرا ا حري لي قديشك,2025-11-28T10:17:12
0.3255813953488372,الثامنه صباحاً من نهار غد الاثنين الواقع فى ٤ الجاري موعداً لأجراء دور التسلم والتسليم,train_013589,../data/muharaf_prepared_resized/train/train_013589.png,Valid but hard,,لثانه صاً من نها وغد الابن العراقع ام الجاري عدا الأجء وا التلم والسم,2025-11-28T10:17:13
0.3255813953488372,المخطوطة لم تلبث ان تحوّلت الى رواية مطبوعة,train_014817,../data/muharaf_prepared_resized/train/train_014817.png,Valid but hard,,المخط ة موّلت الى رواية مطبوعة,2025-11-28T10:17:14
0.3253012048192771,نسَختين من محكمة بداية قضا البترون تحريراً فى ١٠ ربيع اول سنة ٣٠٥ وفى ١٣ ت٢ سنة ٣٠٣,train_016124,../data/muharaf_prepared_resized/train/train_016124.png,Valid but hard,,نسَين من محكمة براية فض البترون تحريرً فى با ٣٠٥ و تسنة٣٠٣,2025-11-28T10:17:16
0.325,فى ١٩ ربيع اول ٣٠٥ وفى ٢٢ تشرين ثانى ٣٠٣,train_016323,../data/muharaf_prepared_resized/train/train_016323.png,Valid but hard,,ف١٩ اربيع اول ن ٣ ف تشرين ثان ٣٠,2025-11-28T10:17:20
0.325,عدد ١١٤ لدى امعان النظر فى مشتملات ضبطنا من المحاكمة وسائر اوراق الدعوى المتفرعة ثبت ان يوسف اسطفان يوسف قد اقدم على شتم,train_015462,../data/muharaf_prepared_resized/train/train_015462.png,Valid but hard,,عد ١ ى العدى الى لمناف مطان بطا من المحاكمة وسائر اوراق الدعوى المتفرعة بتا ا وسف اطاسن وسف ود عى عاكم,2025-11-28T10:17:23
0.325,عربون وفاء وتقدير لمرجعيه الزجل اللبناني,train_012378,../data/muharaf_prepared_resized/train/train_012378.png,Valid but hard,,عرعيون وخار وق قدير لمرحيه النجل الجناف,2025-11-28T10:17:25
0.325,بعد اهدايكم السَلام والدعى لله بتوفيقكم لنحونا من حمده تعالى تاريخه بكل صحة انما,train_010901,../data/muharaf_prepared_resized/train/train_010901.png,Valid but hard,,ديكم السلام والدى الين فقكم لتحونا من صمت تعالي تاري كل لح انما,2025-11-28T10:17:35
0.325,له ان يجدد ثقتهِ بي اذ لا يمكن ان اخدَعه,train_004803,../data/muharaf_prepared_resized/train/train_004803.png,Valid but hard,,له ان يجبرد ثفته بي منكن ان اخدعه,2025-11-28T10:17:44
0.325,الساعة ... هذا ...علي ضديد فرق الفحم ...,train_015046,../data/muharaf_prepared_resized/train/train_015046.png,Valid but hard,,ساعة . هذا غ على شديد وق الفيم ..,2025-11-28T10:17:47
0.325,مصاره وعلى ما يلحقهم               فارسَ,train_014212,../data/muharaf_prepared_resized/train/train_014212.png,Valid but hard,,مصاره وعلى ما يلحفهم       س,2025-11-28T10:17:49
0.3247863247863248,فلم يحضر ولم يبد عذرًا فطلب الاول الحكم الغيابي مكتسبًا الحكم الوجاهى واذ بلغت الدعوى درجة النهايه اعلن ختام المرافعه,train_016240,../data/muharaf_prepared_resized/train/train_016240.png,Valid but hard,,فلم وم رم عداً الا الول الحكم الغابي مكتسبا الحكم الوجاه وا بتقت الوعى الهة ال الا المام الم اعه,2025-11-28T10:17:50
0.3243243243243243,السادسة صباحًا اكتب على ضوء الكهرباء.,train_020514,../data/muharaf_prepared_resized/train/train_020514.png,Valid but hard,,السادسة صياحاً اكتب ويون الكهريات,2025-11-28T10:17:52
0.3243243243243243,عن بعدًا اهديكم جزيل اشواقي القلبية الى مشاهدة نور وجهكم البهَّية مع اهداء,train_018676,../data/muharaf_prepared_resized/train/train_018676.png,Valid but hard,,عب عنا اديكم بديل اشوقي القلبية الى اشاحدة لاورجكم البية عن ا,2025-11-28T10:17:53
0.3238095238095238,الرهبان الذين تهمهم كانوا يقولون للريسَ ان لم تطرده نحن نشتكى عليه للحكومه لانه شان بشرفنا اما الريس اخده,train_005711,../data/muharaf_prepared_resized/train/train_005711.png,Valid but hard,,ااد الين كم ا يقون لريسان لم تطرده كمن تشتكى عليه للخكوم لا شان شنا ما اري الخدة,2025-11-28T10:17:55
0.3235294117647059,لتفذه الحكومة %% بمساعدة المراقبين,train_001140,../data/muharaf_prepared_resized/train/train_001140.png,Valid but hard,,التفذه الحكومة المحزنبة عساعدة المراقبين.,2025-11-28T10:17:56
0.3235294117647059,مكررين لثم اياديكم وادام الله بقاك,train_009014,../data/muharaf_prepared_resized/train/train_009014.png,Valid but hard,,كرين لثم ابيايكم والكم المل ك,2025-11-28T10:17:58
0.3225806451612903,اولادها بشاره وطوبيا وامين ورفقه وزينه ومسَيحيه الحاصلين لها من زوجها بولسَ ابى الياسَ ثم مات بشاره المذكور بنين هما حنه ومارتا وزوجته هى مريم لا اعرف اسَم,train_016171,../data/muharaf_prepared_resized/train/train_016171.png,Valid but hard,,اها وشبا وبيا واه اين وره ويه وسَحه الحايه له من رجه بوسَ الي اليسَ ثم مات بشاره المذكور عن بين مان مه وار وجه ه يم ل الارف اسَم,2025-11-28T10:17:59
0.3225806451612903,جميل     الى رجل   كلم ابو سليم,train_017542,../data/muharaf_prepared_resized/train/train_017542.png,Valid but hard,,جل  جل     كلم ابو سليم,2025-11-28T10:18:01
0.3220338983050847,المكاريه محرر هذه للاطمئنان وصار لي من نهار الاثنين وانا في,train_020441,../data/muharaf_prepared_resized/train/train_020441.png,Valid but hard,,المكاريه محرير هذا لا متنانه جار ي واتهر الاتنين واي,2025-11-28T10:18:02
0.3214285714285714,شكري واعتباري 27 ايلول /1942,train_014175,../data/muharaf_prepared_resized/train/train_014175.png,Irrelevant / signature,,شكري واعتبياري رف ٢7 ايلول ن١٩940,2025-11-28T10:18:13
0.3214285714285714,⸗        القديس جرجس - شويتا,train_009481,../data/muharaf_prepared_resized/train/train_009481.png,Valid but hard,,"⸗""القديس جرجس - شويتًا",2025-11-28T10:18:18
0.3214285714285714,السيد الحبيس +  الداعى شكركم,train_005231,../data/muharaf_prepared_resized/train/train_005231.png,Valid but hard,,سيد الجليس الداعى شكم,2025-11-28T10:18:53
0.3214285714285714,اهنئكم بقرب حلول عيد الفصح المجيد اعاده الله عليكم اعياد,train_018266,../data/muharaf_prepared_resized/train/train_018266.png,Segmentation error,,وايكم تري مصلول عيد الفح الحير العاه الله علكيم الياد,2025-11-28T10:19:11
0.3214285714285714,الساعة ١ من النهار وسرنا ايضًأ بذاك البرد الهوا و... مطر,train_015158,../data/muharaf_prepared_resized/train/train_015158.png,Valid but hard,,ساعة من النهار سرنا ايضاً للاك الرد والهوا وبالاث ط,2025-11-28T10:19:16
0.3214285714285714,الذبيح فعليه وبالنظر لما تقدم نرى لا بأسَ من التأخير في انشأ مجزر لحينما يتوفر لدينا,train_013504,../data/muharaf_prepared_resized/train/train_013504.png,Valid but hard,,لنذي فليه والظ ما تقدم فر لا يأسَ من الشاخير في اتشا جز لمنا ن ولينا,2025-11-28T10:19:17
0.3211009174311927,وبكل مقتضى شرعي ونظامي لاخر درجات المحاكمه واذا رجعت عن اقراري هذا اكون ملزو بارجاع المبلغ مع فائدته ليد طالب,train_016402,../data/muharaf_prepared_resized/train/train_016402.png,Valid but hard,,وبكم شيع عري وايا لي اخربات المحاكمه واذا رجت عن افراري هذا اكون لزم باران البل مق ده لد البلاب,2025-11-28T10:19:19
0.3211009174311927,٤ تشليح دابتين الى ابراهيم ملحم شاهين وابراهيم عبود قديح في الطريق المذكور بجوار مشتى الدنادشه وكل ذلك نهاراً,train_008627,../data/muharaf_prepared_resized/train/train_008627.png,Valid but hard,,تي با ان ارهم لم شاين وابراهيم عبود قيخ في الطريق المذكور جوار شتىن الاسى ولى لا هاً,2025-11-28T10:19:22
0.3209876543209876,حاصلاتها من يوم مشتراه اياها لحد الان وحيث قرر الفريقان بانه لم يبق لها ما يقال خلت هيئة المحكمة للمذاكرة فقررت بالاتفاق طلب البينة من الفريقين لاثبات كل منها وضع,train_016383,../data/muharaf_prepared_resized/train/train_016383.png,Valid but hard,,صحات م م شرها ايها حلا ان وحيق قر الفيان باه لم يب لها ما يقال خلت هيئة المحكمة للمذكنه اقرت بالا لالبية من الري التا ا وا,2025-11-28T10:19:24
0.3209876543209876,لدى المذاكره ثبت باقرار المدعى عليه المذكور توجب المبلغ المدعى وقدره الفان وتمانماية وسَتون قرشاً بذمته وذمة رفيقيه المحررين للمسَتدعين  المذكورين الصحيفة الثالثة,train_016058,../data/muharaf_prepared_resized/train/train_016058.png,Valid but hard,,لدىذى المار امار العرعى العيى المذكور وجب بالملغ المدعى قدره الفاه وماماية وستون قرسَاً بذمته وزمه ري المحرين لمي و الحكوية الثاة اللثة,2025-11-28T10:19:27
0.32,مُطرانية طرابلس المارونية,train_009976,../data/muharaf_prepared_resized/train/train_009976.png,Valid but hard,,مطرنية طرالية الارية,2025-11-28T10:19:30
0.3194444444444444,الخورى سطفان شلهوب من اهدن وغب حلفه اليمين شهد ان القطعة المرقومة وحددها هى بيد الخورى جرجسَ فرنجيه من سَبع او سَت سنوات يتصرف فيها للان وشاهداً,train_016366,../data/muharaf_prepared_resized/train/train_016366.png,Valid but hard,,الخورى اطان نوه ن اهده وب لفه الين شهد ان القطعة المرقومة وصدها هى بيد الخورى جرَ جه م مسَن اسَ ا وا وا اهدا,2025-11-28T10:19:31
0.3191489361702128,عما تعيصه بشهادة الشاهدين المحررين فاجاب انها متعصبان ضد موكلى واجلت الجلسَه لنهار الثلاثا ١٣ ت١ ٣٠٣ وفى خلال ذلك صارت تذكية الشاهدين سراً من,train_016211,../data/muharaf_prepared_resized/train/train_016211.png,Valid but hard,,مان بلة بهاهة الشادين المحرين فاب انها متعبان ضد مكل واجلت الجسَة لنار الكا ى ١ ٣ و ال ل صار لكية الهرا سراً,2025-11-28T10:19:32
0.3188405797101449,حبرنا الجليل المفضال المطران عبدالله خوري امدكم الله بالاجلال والوقار,train_004455,../data/muharaf_prepared_resized/train/train_004455.png,Valid but hard,,بحيار الجليل المفضال الطران عبدالا خوي المكم ال ال لار,2025-11-28T10:19:33
0.31875,لدى المذاكرة ثبت بشهادة الشاهدين المرقومين المذكيين سراً وعلنا ان للمدعى بذمة المدعى عليه المبلغ المحرر بموجب السَند المذكور وقدره الفان وتسعماية وخمسَة وتسَعين,train_016247,../data/muharaf_prepared_resized/train/train_016247.png,Valid but hard,,ىلدى المذك شبين شهاه الاهدين المروفن المكين سراً وعلنا ان للمدعى بذدة المدى عي المل المجر م ور المرور المدرور الما واماة وسَية وَين,2025-11-28T10:19:35
0.3181818181818182,يُقضي عليً اويُقضى لي.,train_001949,../data/muharaf_prepared_resized/train/train_001949.png,Valid but hard,,نقضى علياً او يُقض لي..,2025-11-28T10:19:37
0.3181818181818182,الجمهورية اللبنانية					RÉPUBLIQUE LIBANAISE,train_016414,../data/muharaf_prepared_resized/train/train_016414.png,Script mismatch (non-Arabic),,الجمهورية اللبنانية						RRÉPUBQUS,2025-11-28T10:19:40
0.3181818181818182,ونقالين منهم ماردينةومنهم من أهالي اطراف ...,train_015092,../data/muharaf_prepared_resized/train/train_015092.png,Valid but hard,,وتعالين نهم ماري ن ومنهم من اها طرف ص,2025-11-28T10:19:43
0.3170731707317073,صفحة ١٤ بعنوان عا صورتي معلق وسام الشجاعه,train_012294,../data/muharaf_prepared_resized/train/train_012294.png,Valid but hard,,صفحة عنوان  دري موعلقا وشام الشجاعة,2025-11-28T10:19:52
0.3170731707317073,المركز الأعلى، او في المركز الاوسط، او في المراكز الفرعيه. فيعطى المقيم العام حرية,train_001157,../data/muharaf_prepared_resized/train/train_001157.png,Valid but hard,,ال ال الكر الاوسا، وفي المراكزه الغريه. فيعط المقيم المام حرية,2025-11-28T10:19:53
0.3170731707317073,ايها السَيد الجليل والراعى النبل ماري انطون عريضه مطران اطرابلسَ شام الكلى الشرف والفائق الاحترام ادام سَمو رىاسَته للداوام,train_008482,../data/muharaf_prepared_resized/train/train_008482.png,Valid but hard,,ايها السَيد الجليل والرعي النبيل مار انطون عريه مطران اريل الساكم الكلى الارف الاف الم ام   لوام,2025-11-28T10:19:54
0.3170731707317073,صورة القرار الصادر بالدعوى المقامه على اسَمعيل رافع ابي شقره من عمطور لارتكابه جرم,train_015562,../data/muharaf_prepared_resized/train/train_015562.png,Valid but hard,,صورة القصار الصاد الدعوى المقامه على سَمي اف الى شر م ا ر رم,2025-11-28T10:19:55
0.3170731707317073,الا... رخصوا الركاب بالطلوع وكان وصلنا من,train_015273,../data/muharaf_prepared_resized/train/train_015273.png,Valid but hard,,الام.. رضصوا الكانب بالطل.. وكان خرضا,2025-11-28T10:19:58
0.3170731707317073,هذه الأصناف كتير. اما صاحبكم الذي اعطيطني,train_020639,../data/muharaf_prepared_resized/train/train_020639.png,Valid but hard,,الاصباب كثير. اما صاحتكم الذي المطيعتي,2025-11-28T10:19:59
0.3170731707317073,قصيدة غزلية عنوانها  .  .  .  الشمسَ صفرا,train_006875,../data/muharaf_prepared_resized/train/train_006875.png,Valid but hard,,قصيدة غزلية عنوانا . .    رفا,2025-11-28T10:21:22
0.3167701863354037,والمدعى عليه المحرر واحضر المدعى عليه المرقوم للشهادة من رايها يعقوب بن حنا الدبسَ شيخ قرية بزعون وشهد غب حلفه اليمين والاشهاد الشرعى بوجه الاصيل والوكيل المرقوم,train_016156,../data/muharaf_prepared_resized/train/train_016156.png,Valid but hard,,والمعى اليى اله الره الرع عليه المقوم الشهاة وايها يعقو بن حنا الدين شيخ قي برعون وشهد غي حه الين واشا الرع والل الل ال المقوم,2025-11-28T10:21:24
0.3161290322580645,المرقومة من صلاحية هذه المحكمة وبناءً عليه صارت المباشرة الى اكمال الدعوى الاعتراضية وجاهياً وقدم وكيل المعترض عليه قيمة مصارفات الدعوى وطلب الحكم بها وهذا,train_016316,../data/muharaf_prepared_resized/train/train_016316.png,Valid but hard,,الممة مة مة هة الحكمة وباً على حات المبارة الى اكمال الدعوى الاعراضية وجاياً وقدم ويل المرية عيم ما الاراق والولى والله وه وهها,2025-11-28T10:21:26
0.3157894736842105,وبقيت على هذا الحال,train_012429,../data/muharaf_prepared_resized/train/train_012429.png,Valid but hard,,وبقيت على هذا الحال حوالي,2025-11-28T10:21:28
0.3157894736842105,كونو برحة بال لنحوه,train_010919,../data/muharaf_prepared_resized/train/train_010919.png,Valid but hard,,ككونص براحة يل لنحوة,2025-11-28T10:21:34
0.3157894736842105,وحتى شجع مارون كرم ها الشخص يلي ما كنت,train_012273,../data/muharaf_prepared_resized/train/train_012273.png,Valid but hard,,وحتى شع لر م الشلص يمي ما كنت,2025-11-28T10:21:35
