GroundTruth,Prediction
هو انه بسَبب هطول الامطار الغزيرة وطغيان الانهر خلال فصل الشتاء المنصرم ما,هو انه يشبب حطول الامطار العزيرة وطفيان الاشهر جلال فصل الشتاء المنصرم لما
بعد تقديم فائق الاحترام : نرفع لسعادتكم هذا الضبط المقدم من,بعد تقديم فائق الاحترام: فرفع لسعادتكم هذا الضبط المقدم من
ادى الى تعطيل الانشاآت وتخريب مجاري مياه ينابيع بشاره الذي يشكل جزءًا,ادى الى تعطيل الانشاآت وتخرايب مجاري ميا تناببيع بشاره الدتي شكل جزادًا
عدد ٦,اعدد ٦
في ٢٤ ايار سنة ١٩٤٢,في٢٢ ايا س ١٩٤
سَبب تحريره,سَب تحريره
ناطور املاك كفرشيما السيد موريس فرحات الرجاء احالته لمن يلزم,ناطور املاك كفرشيا السيد موريس فرجا الرجاء احالته لمن يلزم
لاجراء المقتضى وتفضلوا بقبول فائق الاحترام,لاجراء المقتضى وتفضلوا بغيول فائت الاحترام
في ٢٤ ايار ١٩٤٢,في ٢٢ ايار ١٩٤
سعادة محافظ جبل لبنان الافخم,سعادة محافظ جبل لبنان الاخخم
عدد ٧,عدد ١
تابع عدد ٩,تابع عدد ٩
نبع بشاره المعروفة بمشروع السَيد اميل خاشو لذلك اصبحت المياه غير صالحة,نبع بشاره المعروفة بمشروع السَيد اميل حاسوا لذلك اصحت المياه غير صالحة
عن كل متر مكتب ليرة لبنانية كما اخبرناكم سَابقاً لنتمكن من متابعة العمل,عن كل فتر مكفب ليرة لبنانية كما اخبرناكم سَابقًا نتمك من متابعة العمل
واقبلوا الاحترام فى ٢٨ حزيران سنة ١٩٤٢,واقبلوا الاحترام ٢٨ حزيران سن ١٩٣
عدد ١١,عدد ١
هو انه لما كان قد طرأ عطل ظاهر بخلال فصل الشتاء المنصرم وتخريب على ينابيع المياه,هوانه لما كان قد طراأ عطل ظاهر بخلال فصل الشتاء المنصرم وتخرس على ينابيع المياه
المجرورة الى بلدتنا كفرشيما من بسَابا ووادي الدلاب المعروفة بنبع بشاره الذي,الجرورة الىي بلدنا كفرشما من بشابا ووادي الدلاب المعروفة بنبع بشاره الذي
يكون قسَما من مشروع خاشو وهكذا على نبعي كفرشيما العائد احدهما للري,يكون قسَما من مشروع فاشو وهكذا على سبعى كفرشما العائد احدهما للرى
والثاني للشرب مما ادى الى ضاع معظم كمية المياه وتعريضها للتلوث بسَبب,والثاني للشرب مما ادى الى ضاع معظم لمية المياة وتعريضا للتلوث سبت
تهديم الاقنية والحاووز وكما كان قد حضر احد مهندسَي المكتب الفني رشاد,تهديم الاقنتة والحاوديز وكما كان قد حضر احد مهندسَي المكتب الفني وشاء
افندى الجسَر الذي اجرى الكشف الحسَي على الينابيع المذكورة وقر اكلافها وما يلزمها,افنقا الجسَر الذي اجرى الكشف الحشي على الينابيع المذكورة وقد اكلانها وما يلنها
من مشروع اميل خاشو المعروف في كفرشيما والشويفات وهكذا تبقى مياه الشرب ومياه الري في,من مشروع اميل خاشو المووف في كفرشيا والشويفات وهكذا سبع مياه الشرب ومياه الري فى
من الاصلاح والترابة لذا جئت بتحريري هذا ملتمسَاً احالته لادارة المكتب الفني,من الاصلاح والشدانه لذا جئت بتحريي هذا قلتمس احالية لادارة المكنب الفن
للبلديات ليصار الى تسَليمنا الكمية اللازمة من الترابة حسَب الاصول.,لبلديات ليصار الى تسَليمينا الكمية الكارفة من الترابة حسب الأصول.
وتفضلوا بقبول فايق الاحترام,وتفضلوا بقبول فايق الاحترام
عدد ١٢ الموضوع : اسَتدعاء مقدم من ناطور الاملاك موريسَ فهد فرحات يطلب به الترخيص,عدد ١٢ الموضوع اسَتدعاء مقدم من ناطبور الاملاك موريسَ بهد فرمات بطلب النَخيط
نحيل لسَعادتكم الاسَتدعاء هذا لاجل النظر به واذا لم يكن هناك من مانع لاجابة الطلب التمسَ,نخيل لسَفادتكم الاسَتدعاء هذا لاجل النظربه واذ الم كن هناك من مانع لاجاية الطلب المسن
اجراء المقتضى والتفضل بقبول فايق الاحترام,اجراء المقتض والتفضل بقبول فائق الاحترام
فى ٢٤ تموز ١٩٤٢,٢٢ عوز نة ٩٤
٤٩,
كفرشيما ولما كانت الضرورة تقضي باجراء الإصلاحات اللازمة كما ذكرت بكتَابي لسَعادتكم القائل بطلب,كفرشيما وما كانت الضرورة تقض باجراء الاصلاحات الازمة كما ذكرت بكتابي لسَعادتكم القائل بطلب
سَعادة محافظ جبل لبنان الافخم,سعادة محافظ جبل بنان الافخم
سَبب تحريره,سَبب تحريره
فى ٢٤ تموز سنة ١٩٤٢,٢٤ تموز نة ١٩٣
له بحمل جفت صيد احيل لسَعادة المحافظ هكذا : سَعادة محافظ جبل لبنان الافخم,لم حمل جنت حيداصيل لسعادة المحافظ هكذا اسَعادة محافظ جبل لبنان الافخم
للشرب فعليكم ان تعلنوا للعموم بذلك والرجاء من حضرتكم الاسَراع بجمع المال,للشرب فعليكم ان تقلنوا للعموم بذلك والرجاء من حضرتكم الاسَراع جمع المال
26,
ايفاد مهندسَ مكتب البلديات الفني لذلك جئت التمسَ الايعاز لمن يلزم لاجل تسلمنا كمية,ايفاد قهندسَ مكتب البلويات الفتى لذلك جئت التمسَ الايعاز لمن يلزم لاجل سلماكمية
مقدارها ثلاثة اطنان من الترابة من دائرة الاعاشة بالاسَعار الرسَمية ومسَتعدون لدفع,مقد ارهاسلانة اطنان من التراثة من دائرة الاعاشة بالاسعا الرسمة ومشتعدون لدفع
الثمن حسَب الاصول واقبلوا فريد شكري واعتباري.,الثمن حسب الاصول وامبكعا فريد شكري واعتباري
٣ حزيران سنة ١٩٤٢,٣ حزيران س ١٩٣٥
عدد ١٠ حضرة رئيس بلدية الشويفات المحترم,عدد ١٠ حضرة رئيسَ بلدية الشويفات المحرتم
سَلام وتحية انه لما كان بحسَب التفويض من حضرتكم قد باشرنا باصلاح قناة,سَلاوم وتحية انه لما كان بحسَب التعويض من حضرتكم قد باشرنا باصلاح مسناة
٥٠,٥
عدد ١٥,ععد١
سَعادة محافظ جبل لبنان الافخم,سَعادة حافظ جيل لننان الافم
المؤدية الى عين الرمانه - سَوق الغرب المعروفة قديماً بطريق بيت الدين ولما كان هذا,المؤدية الى عين الرمانه- سَوق الغرب المووفة قديما بطرق بت الوين ولما كان هذا
التهديم قد ادى الى انقطاع تلك الطريق وجعل المارة يتسلكون بين الزيتون ولما,التهديم قداوى الى انقطاع تلك الطريق وجعل المارة بسلكون تين الزيتونولما
كان بسَبب قرب ودنو موسَم الزيتون الملاكة يشكون من ذلك ولما كان هذا,كان يسَبب قرب ودنو موسَم الزسيون الملاكة يشكون من ذلك ولما كان هذا
الحائط المهدوم كائن بقرب جسَر فوق سَاقية البالوع ولما كان عدم اصلاحه يشكل,الحائط المهدوم كائن بقرب جسَر موق سشافية البالوع ولما كان عدم اصلاحه يشك
خطراً على الجسَر المذكور في فصل الشتاء المقبل لذا جئت التمسَ من سَعادتكم احالة,خطرًاً على الجسَر المذكور في فصل الشتاء المقبل لذا جئت النمسَ من سَعادتكم احالة
تحريرنا هذا لمديرية الاشغال العامة للنظر في الامر ومن ثم الاسَراع في اصلاح التهديم,تحرير ناهذا المديرية الاسقال العاحة للنظر في الامروم ثم الاسَراع في اصلاح التهيريم
المذكور وتفضلوا بقبول فايق  احترامي,المذكور وتفضلوا بقبول فاي اقراي
حضرة محافظ جبل لبنان الافخم,حضرة محافظا جبل لبنات الافخم
٣٠ آب سنة ١٩٢٤,٣٣٠ آب سنة ١٩٤
عدد ١٦,ععد١
حضرة رئيسَ بلدية الشويفات المحترم,حضرة رئيسَ بلدية العشويفات المحرم
جواباً على كتابكم المؤارخ في اول ايلول سنة ١٩٤٢ عدد ١٢٨ نفسه حضرتكم اولاً : اننا احضرنا,جواباً على كتابكم المؤرخ في اول ايلولسنة ١٩٤ عدد ظه حضرتكم اولا: اننا لحضرنا
مقدار طون من الترابه من الشركة ذات الشأن بواسطة المكتب الفني للبلديات,مقدارطون من الشراه من الشركة ذات الشأن بواسطة المكتب الفني للبلويات
بعد ان قمنا بعملية كشف التونال العائد لنبع بشارة واجرينا التعزيل اللازم وجمعنا,بدان قمنا بعملية كشف التونال العائد لنبع بشارة واجرينا التعرشيل اللازم وجمعنا
الاغطية التى كانت مبعثرة في النهر من جراء السيلان وعمل مصفاة للقسَطل من,الاعطية السي كانت ببعترة في الهر من جراء السيلات وعمل مصفاة للقسَطل من
الحديد. ثانياً : ان عدد الامتار المملوكة من الاهالي في كفرشيما هو,المديد. ثانيا: ان عدد الاقتار المحلوكة من الاهالي في تورشما هو
نقدم لسعادتكم هذا الضبط المنظم من قبل ناطور املاك كفرشيما,نقدم لسعادتكم هذا الضبط المنظم من قبل ناطور املاك كفرشيما
عدد ١٤,عد ١٤
سَبب تحريره انه لما كان يوجد حائط مهدوم قرب محلة البالوع في بلدتنا على الطريق,سَبب تحرير. ان لما كان يوجد جائط مهدوم قرب محلة البالوع في بلدتنا على الطريَف
عدد ١٣,ععد١
المرجوا احالته لمن يلزم لاجراء المقتضى مع قبول فائق الاحترام,المرجوا احالنه لمن يلزم لاجراء المقنض مع قبول فائق الاحرام
في ١٤ آب سنة ١٩٤٢,في ١٤ اب  ١٩٢
حضرة محافظ جبل لبنان الافخم,حضرة محافظ جبل لبنان الامخخ
بعد تقديم فائق الاحترام نقدم لسعادتكم هذا الضبط المقدم من ناطور,بعد نقديم فائق الاحترام نقدم لسعادتكم هذا الضبط المقدم من ناطور
املاك كفرشيما الرجاء احالته لمن يلزم لاجراء المقتضى,املاك كفرشيما الرجاءر احالته لمين يلزم الاجراد المقتض
واقبلوا الاحترام في ٢٩ اب سنة ١٩٤٢,واقيلوا الاحترام في ٢٩ اي ة ١٩٢
٥١,٨
ليرة وثمانون غرشًا لا غير خامسًَا: نفيدكم انه يتريب عليكم من المصاريف المدفوعة,ليرة وثمانون غرشا لاغير ماسَا: لعيدتكم انه يدكب عليكم من المصاريف المدموعة
لغاية تاريخه بالنسَبة للامتار المملوكة من اهالي بلدتكم مبلغ ثمانية وثمانون ليرة,لقاية تاريخه بالتسة تلاقتار المملوكة من اهالي بلدتكم مبلغ ثمانية ولثمانونه بيرة
لبنانية وفاوصلنا منها مبلغ خمسَون ليرة بموجب الايصال عدد ٨ جلد ٢ تاريخ ٢٨ اب سنه ١٩٤٢,لبنائية ورقا ولنا منها مبلغ خمسَون ليدة بمواجب الايصال عدد جلد تاريخ ١٧ ابنة ٩٣
فيتبقي مبلغ ثمانية وثلاثون ليرة نرجو ارسَالها وترون الايصال بقيمتها طىه سَادسَا:,فيتبقي مبلغ ثمانية وثلاثون لدة سوجو ارسَالها وترون الابصل بقمةا طيه. ساوسَا:
اما ما تبقى من الاشغال لاتمام العمل فنحن ننتظر ورود تصميم المهندس للاسَتعانة,اما ما تبقى ف الاشعال لاتمامَ العمل فمن ننتظر ورود تصميم المهندس لاستعانم،
واجراء اللازم وسَنعلمكم عن كل ذلك بالتفصيل بحينه. واخيرًا نطلب اليكم,واجراء الارام وشتنعلمكم عن كل ذلك. بالتعضيل بحينه. وامراً نطلب الكم
ارسَال قيمة الايصال المذكور مع ناقله لاجل ترصيد مطلوب الفعلة وعلى امل تحقيق,ارسَال حيمة الا يصال المذكور مع ناقله لاجل ترحيد يطلوب الفعلة وعلى امل حفيق
واتمام المشروع ترونا منصرفين ومعتنين بذلك بكل دقة واقبلوا خالص شكرنا وامتاننا,وامام المشروع ترونا معصرفين ومعتنين بذلك بكر دمة واقيلوا فالص شكثا اقنانا
كفرشيما ٢١ ايلول سنه ١٩٤٢,كفر سشيماد ٢١ ايلول سنة ٩٤
ماية وسبعة امتار وفي الشويفات ثمانية وثمانون مترًا. ثالثا : من جهة تصميم,مايةَ وسبعة امتار وفي الشويفاق ثمانية وثمانون مداً. ثالثا: من رجهة تصميم
١٧ حضرة صاحب المعالي وزير الاشغال العامة في الجمهورية اللبنانية الافخم. سَبب تحريره,١١ مصرة صاحب المعالي وزي لاشغال العامة في المهورية اللبنانية الافخم سَبب تحريره
هو انه لما كانت وزارتكم المحترمة قد قررت انشاء وترميم السَلاسَل والحيطان الكائية على مبني,لعوانه لما كانت وزارتكم المحترمة قد مررت الشاءو ترميم السلاسل والخيطان اطكائية على جبني
نهر الحيالة المعروف فىي كفرشيما والذي فاض وطفى بخلال الشتاء الماضي واخذ فى تلك الاضرار,شَهر الحيالة المعروف في كفرشَميا والذي ماص وطفى جلول الشتاء الماضى واخد فى تلك الاحرار
المباشر باصلاحها ولما كان العملة هم الان يشتغلون بالاصلاح المذكور ولما كان يوجد في,المباتر باصلاحما ولما كان اتعملة هم الان يسغلوه بالاصلاح المذكور ولما كان يوجد في
النهر المسَطر قناة لجر مياه نبع كفرشيما الى البلدة ولما كانت هذه القناة قد تخربت ايضاً,ولنر المسَط قناة لجرمياه نبع كفرشي الى البلوة ولما كانت هذه القناة قد غربت ايضاً
من جراء السيلان المذكور ما ادى الى ازاحة الاغطية وردم القناة ولما كان بعد هذه,من جرا دسلان المذكور ما ادى الى ازاحة الاغطية وروم القناة ولما كان بعد هذه
اصَعُباة لا يتجاوز الخمسَماية متر من محل الاصلاح ولما كان ترك هذه القناة على حالها يؤدي,اجقتاة لا تجاوز الخمسَياية متر عن مجل الاصلاح وما كان ترك هذم القناة على خاه يؤده
في فصل الشتاء المقبل والقريب الى تخريب مجرى النبع الدي كلف الحكومة ما ينوف على,في فصل الشتاء المصيل والقريب الحاخرب محرى النبع الدي كلف الحكومة ما يوف على
الثمانية الآف ليرة لبنانية ثم انه لما كان يوجد تهديم ايضًا في الحائط الكائن قرب البالوع,الثمّانية الآكذسيدة لبنانية ثم انه لما كان تنوخر تهزيم ايضا في الحائط الكانن قرب البلوع
التي هي حي من احياء البلد يسبب السيلان المنوه عنه آعلاه لوجود هذا الحائط على,المي هي حي من احياء البلد سبب السيلات المنوه عن اعلاه لوجود هذا احائط على
المهندسَ الفني لم يرد لنا بعد وقد وعد المهندسَ بارساله باقرب وقت ممكن. رابعًا :,المهدسَ الفني لم يرولنا بعد وجد وعد المهنوَ بارساله باقرب وقيت محكن. رابقا:
ساقية شتوية تدعى ساقية البالوع ولمَّا كان هذا التهديم قد قطع الطريق المعروفة,سَاقة ستوية تدعى سافية البالوع ولما كان هذا التهدم قد قطيع الطريق المعروقة
بطريق دير القمر قديمًا وهي طريق رجل وحافر ولا يسَتغنى عنها ولما كان سَبب هذا التهديم,بطريق وير القمر مدمًاً وهي طريقر جل وصافر لا بستغنى عنها ولما كان شبب هذا القهدم
قد اخذ المارة يسلكون كرم الزيتون المجاور ولما كان قد اقبل موسَم الزيتون ولم يعد,قد اخذ المارة شلكون كرم الابو المجاور ولما كان قد اقبل مسوشم الريون ولم يعد
ترون ذيلاً علمًا مفصلاً عن المصارفات التي صرفناها لغاية الان غروش ل : /٥٨٠٠/ آجرة,برون ذيلاً علما معصّلاً عن المصارفات الثي جرجناها بعاية الان عر وشرل: /٥٨٠ / اجرة
فعلة عدد ٢٩ سَعر ٢٠٠ بخلال شهر حزيران سنه ١٩٤٢ ثمن مصفاة للقصطل واجرة تركيبها /٢٥٠/ ثمن,فعلة عدد سَعر. بجلال شهر حزيران سنة ١٩٤١ عمن مصفاة لفصطل واجرة تريتها /٥٠/ عمن
ترابة شوال عدد ٢٠ اي طون /٧٣٣٠/ آجرة نقل ترابة من بيروت الى كفرشيما طن,ثراة شوال عدد اي طون / ٣٠٣٠ ل/ اجرة نقل ترابة من بروت الى كفر سماطنر
عدد /٨٠٠/ مصاريف في سبيل ملاحقة المعاملات اللازمة لاجل الحصول على الترابة,عدز / ١٩٠/ مصاريف في سببل سلاحقة المعاملات اللارفة لاجلّ الحصول على السراة
انتقال بين بيروت وبعبدا ومكتب البلديات والاعاشة والشويفات /١٢٠٠ /اجرة,انتقال بين يروت وبقيدا ومكتب البلديات والاعاشة والشويفات ٠٠ / افرة
فعلة عدد ٢٠ سَفر بخلال شهر ايلول ١٩٤٢ يكون المصروف فقط ماية وثلاثة وتسعون,حلة عدد سَفر بخلال شهر ابلولسنة ١٩٤ ميكون المصروف مقط ماية وثلاثة وسعوق
٥٢,٥٨
بخصوص ترميم واصلاح مشروع مياه خاشو العائد منفعتها لبلديتنا ولما كنا قد اخذنا,مصوص ترهيم واصلاح مشروع مياه خاشو العائو قنففتها لبلدينا ولما كنا قد اخورنا
من حضرتكم تصريحاً بجواز اجراء كلما ترى موافقاً لذلك لذا قد اجرينا الاصلاحات,من حضرتكم تصريحا جواز اجراء كلما ترى موافضً لذلك لذا قد اجرينا الاصلاحات
اللازمة بالمشروع المسَطر كما يلي. اولا صار تعزيل تونال نبع بشاره والقناة,اللازمة بالمشروع المسَطر كما يلي. ولا صار تعزيل تونان نع بشاره والقناء
ومن ثم صار تغطيتهما بصورة فنية حسَبما يقتضى اي بالاغطية الصلبة والسَمنتيه.,ومن ثم صار تقطيتها بصورة قنية حشيم يقتض اي بالاقطعة الضلية والسمينة
والححارة الصالحة لذلك. ثانياً صار انشاء حائط بالسَيمنتو والحجار لاجل,والححارة الصالحة لذلك. ثانيا صار اناء جائط بانسَتنووالححاب الاجل
اتقاء خطر طفيان النهر في المسَتقبل ثالثاً صار تحويل مجرى قناة النهر عن سَطح,اتفاء خطر ططيان الثهر في المشتعل ثالثا صار تخويل تحريى صباة النهر عن ظعح
التونال العائد قسَطل مياه نبع بشاره خوفًا من تعطيله مرة ثانية رابعا صار,التونال العائد تسَط مياه ننع شاره خوفاً من تعطيله حرة ثانية رابعا صار
اصلاح قسَطل المياه قرب منزل السَيد الياسَ سَليم. فكان مقدار ما انفقناه على,اصلاح قسطن المياه قرب مزن السيد الياسَ سليم. فكان مصدار ما اتضقناه على
الاصلاحات والترميمات المذكورة مبلغا قدره ثلاثماية وواحد وخمسَون ليرة وثمانية,الاصلاحات والرجمات المذسورة مبلعاً قدره ثلاثمانة وواحد وحمسون لرة وثمانية
واربعون غرشا لبنانيًا لغاية تاريخه. ولما كان يصيب المتر المكعب من المشروع المذكور,واربعون غرش لنان الصابة تاريخ. ولما كان يصب المر المككب من المشروع المذوكر
بالامكان التغاضي عن السَير بالكرم المذكور ولما كان هذا التهدم يؤدي على خطر محتم على جسَر قريب جدا,الاكان الوا ي من السَيد يالكدكم المذكور ولما كان هذا النههم عؤدي على حطر محم على حرقرش حرا
مقدار ماية وثمانون غرشا  لبنانياً ولما كان يوجد من يملكون في بلدتنا مقدار ثمانية,مقدار ماية وثما نون عت لبناتيا وما كان يوخدت علكوه في بلدتن معدارثانية
وثمانون مترًا مكعبا من اصل ماية وخمسَة وتسَعون متر مكعبا ولما كان يرتب عليكم,وعانون مرا يكببا من اصل فاية وخمسَة وتشعون مرحلعا ولما كان سَوسَ عليكم
دفع مبلغ ماية وثمانية وخمسَون ليرة واربعون غرشا لبنانياً ولما كنا قد قبضنا منكم مبلغًا,دمع ملغ ماية وثمانية وخمسَون لية واربعون غرا لسانياد لما كنا قد قبضنا منكم قبلنًا
قدره ماية وثمانون ليرة لبنانية بموجب ايصالات لديكم ولما كان يتبقى لنا منكم مبلغا,مد قاية وثمانوه لدة لبنانية بموجب ايصالات لدتكم ولما كامن يبق لنا قيلم مبلنا
قدره سَبعون ليرة واربعون غرشاً لبنانياً ولما كنا قد حررنا ايصالاً بهذا,مدره سعو ليرة وازبعون غرشاً لبنانياً ولماننا قد هررنا ايصالأً بهذا
الرصيد تجدونه طيه لذلك جئنا نطلب دفع الرصيد الباقي مع ناقله والسَلام عليكم,وصيد يجدوته طيه سدلك جئئا نطلب وفع الرصيد الباني مع ياقكه والسَلا علكم
كفرشيما 12/ 12/ 42,كترشميك٢٢٢
تصل بلدتنا كفرشيما بطريق الاسَفلت الممتدة بين بيروت وصيدا والنافذة لجهة بلدة الشويفات الى,تصل بلدتنا كفرشيما لطريق الاسعلت الممندة بى مروث وصدا و الناخذة طجهة بلدة الشوريف شكل
الطريق العام المذكورة اصبحت بحالة لا مثيل لها من العطل ولما كان من الصعب جدًا المرور عليها,الطريق العام المذكورة اصحيت عحالة لا مثيل لها من العطر ولماكان من الصعب جدا المرور عليها
ربما يكون قدم الجسَر المسَطر ومضاعفة الخطر والتخريب لذلك جئت التمسَ من معاليكم الايعاز لمن,ورعما يكون لدم المسَر المنَطر ومصضاعضة الخطر والحريس لذلك حنت التمسَ فن معالتكم الاعار لمن
نائب رئيسَ بلدية كفرشيما نعوم القارح,اب رئيس الدية كفرشيا
عدد ١٩,د٨
عدد ١٨,عدد
سَعادة محافظ جبل لبنان الافخم: سَبب تحريره : هو انه لما كان الطريق العمومي التي,شعادة محافظ جيل لبنان الافخم: سَبب تحويره: صو انه لما كانت الطريقه العمومز التي
يلزم ليصار الى اصلاح القناه المذكورة وارجاع الاغطية الى ما كانت عليه وذلك اسَوة,يلزم لعصار الى اصلاح القناه المذكورة وارجاع الاغطية الى ما كانت عله وذمك اسَوةً
بما ينشأ ويرمم في النهر المذكور وعلى كل الامر لمعاليكم وفي الختام تفضلوا بقبول بخالص,ثماين ويرمم في النهر المذنوكر وعلى كل الامر لمعاميكم وفى الخدام ينفصلوًا بصول صالص
يرفع لمحافظ جبل لبنان الافخم راجياً التحقيق بما تقدم بواسَطة من يلزم ليصار,سرفع المحافظ جبل سبات الافم راحيا. التحيق بما لقدم بواسطة من بلم النصار
الى تأديب المعتديين بما يوجبة القانون المرعي الاجراء والتفضل بقبول فايق,حاتأ مديه المعنديين بما موجة القانون المرعي الاجراء والفضل قصول مامقا
الاحترام كفرشيما 10 تشرين ثاني سنه 1942,الاحترام كفرشما  ١٦ تشرين ثاني  ٩٢
حضرة رئيس بلدية الشويفات المحترم : تحية واعتبار انه لما كان قد جرى فيما بيننا شجارات,حضرة رئيسَ بلزي ا سويقا. المحرم : مية واعتبار انه ما كان مر جرى فيما سناطحات
سبب تحريره,سييرع ليره
من مراح الزيات,مذها الذيات
هو انه يوم تاريخه قد بعنا حصتنا فى عرايش الوطا الى,هوانه يوم تاريخ قد بصنا حصتن فى عابص الوطا الى
ابن عمنا نصار سَتين غرش من غروش الاسَديه وعمله سَلطانيه,ابن عمننا نصار ستين غرش من غرو شى الاسَدين وعله سَلاطانه
وقبضنا منه الثمن المرقوم من الشارى المدكور فلم يبقا لنا في دمتوا,وقبضتا مه التمن المرقومثم الشارى المدكور عها يبقا لنا في دمتو
درهم الفرد بيعًا صححيًا خاليًا من جميع الدعاوى وكفلنا,لسهم الصرلة بيقا صحبحيًاً خاليا من جميم الدعاو، وكفلنا
هده الحجة لاجل البيان وقصر منازعة كا     ىان,هاك المحجة لاجل الببان وقصر منازعه كا كان
لهُ المشافعه والمدافعة من سَاير وجوه الشرعيه وحررنا لهُ,المشافصه والمدافة من سَاير وجعه الشرعيه وحريرنا ل
درهم الفرد وصار المحل المذكور يخص المدرسَة يتصرف بها الوكيل,درهم الفا وصال المحل المذكور يخصو المدرسَة يتصوف بها الوكيل
كما يشا ويريد بيعاً باتاً شرعيًا خالى من كل شرط مفسَد بخاطرنا,كمايتا وبويد بيًا بياتتا شوعيًا خالى من كل شرط مقسَد بخاطرنا
وكامل رضانا الطوعى ولاجل بيان حررنا هذا الصك وازنة علّى,وكامل رضانا الطوعى ولاجل ببينا حهتا هذا الصك واذنة علّم
بالشهود,شهلا
ويدفع ميره تلاة,ويدفعم ميره تلاة
مصاره وعلى ما يلحقهم               فارسَ,مصاره وعلى يال قه قاراسَ
من مكاليف المحاكم                  بو عسَاف,كا ي لحاكم       يوعسَافا
حنا بو عسَاف            يوسف الياس,حنا    يوسف لياس
كانون تانه,كانون تان
٠٠٨,٥٥
سنة ١٨٥٥,١٩٥٥
ولده يوسَف,ولده يوسف
محرر الاحرف,محر الاحف
1,٥
منصور شاهين,منصور شهين
الدعى لتحريره.,المااعلى لتحريره.
هو انة يوم تاريخهِ انا المدون اسَمى ادناه قد بعة الى,وانة بوم تاريخه انا المدون اسَملى ادناه فل بعة الى
حضرة الاب الخورى نوهرا بصبوص وكيل مدرسَة الفقرا فى,حضرة الاب الخورة نوهوا بصبوص وكبل مدرسَة الفقوا في
قرية كفيفان توتاتنا المعروفين لنا فى تاروع المقدم بحدودهم,قرية لفيفات توناتنا المصروفين لنا فى تاروع المقدهم يجد ودهيم
المعروفة ميل الشرق ابن اخينا منصور ميل القبله اخينا فارسَ,المعروفة مبيل الشرق ابن اخينا منصور ميل القبله اخينا قارسَ
وميل البحر ابن عمنا متى وميل الشمال المدرسَة مبلغ قدره وعلم بيان,اميل البرجالين عمنا متى وميل الشمال المدرَة مباغ غدره وعلم بين
مايتين غرش وقبضنا الثمن من الوكيل دفعه واحده ولم يبقا لنا فى ذمته,ماين غرش وقيضنا التمن من الاكيل دفعه واحده ولم يبقا لا فمته
قد قسَمت الكلام في هذا التاريخ عن الاثر الغلبونيه وما يتفرع منها وجعل,قد قسَمت الكلم في هذه التاريخ عن الاثر القلبونيه وما يتفرع منها وجعل
قال مكسَيوسَ مورند الفرنسَي. في تاريخه عن الحروب الصليبيه,قال مكسَيروسَ مورند الفرسَي. في تاريخه عن الحروب الصليييه
لما وصلت العسَاكر الصليبية الى لبنان كان الرهبان والحبسَا يخرجون من,لما وصلت العسَاكر الصليبيية الى لبنان كان الرهيان والحسَا بخرجون من
مناسَكهم في الجبال الغربية وياتون مبتهجين الى العسَاكر للسَلام عليهم,مناسَكه في الجبال الغرية وبانون منهجين الى العسَاكر للسَلام عليهم
مقدمين لهم الماكولات والمشروبات وكانوا احيانا يدلوهم على الطريق اذ يتيهون,مقدمين الهم الماكولات والمشروبات وكانوا احيانا بدلوهم على الطريق اذ يتيهون
ويرافقوهم الى المسَالك الصحيحه,ويراففوهم الى المشالك الصححة
وروى البطرك الدويهي تلك الحروب بالتفصيل سنة  ١٢٦٦ ان الموارنة رافقوا الصليبيين,وروى البطرك الدويهي تلك الحروب بالتفصيل س ١٩٣ ان الموارنة راقوا الطلبين
وجاء في اوائل القرن التاسَع عشر قدم من بنو عزيز من قربه غلبون وتوطنوا دوق مصبح,وجاء في الوائل القرن الناسَع عشر قدم من بنو عزيز من قره غلبون ولوطنوارو فصح
وقال عن المقاطعه. ابي حسَاب وابي جوده والمكرزل,وقال عن المقصاطعه. الي طسَاب والح جوده والمكرزل
وفي هذه الغضون قدم ثلاتة من قرية تولا البترون فسَكن احدهم قرية درعون,وفي هذه الغضون قدم ثلاثة من قرية تولا البترورن فسَكن احدهم قرية الرحول
ومن سَلالته فيها بيت ابي سَعد نسَبة اليه والثاني سَكن حارة صخر وعرفت سَلالته فيها,ومن سَلالته فيها بين ابي اسَعد نسَبة اليه والثاني سَكن حارة صخر وعرفت سَملالته فيها
لكل فرع من هذه الفروع لمحة خاصة تشمل القرى التي تسَكنها والاشخاص الذي,لكل فرع من هذه الفروع لمحة خاصة تشمل القرى التي تشكنها والاخاص الذي
المحامون والمهندسَون,لحامون والمهندسون
حتى اورشليم,حتى اورسليم
بيت ابي حسَاب لانه كان مشهورا بفن الحسَاب والثالث سكن المتن وعرفت ذريته,بت الج حسَاب لانه كان مشهور بقن الحساب والثال سكن المنن وعرفن ذرليته
ببيت ابي جوده ومنهم بيت المكرزل قاطع بيت شباب وقيل ان بني بطيش,بيت البي جوده ومتهم لبت المكر زل قاطع بيس شباب وقيل الابتي بطية
يحق لهم الذكر,بحق لهح الذكر
رجال الدين والرهبان والراهبات,رجال البدي والرصار والراحيات
الخطباء والشعراء,الخطباء والشلراء
مؤسَسَو المعابد,مؤسو المعابي
مشايخ القرى والمختارون واعضاء مجالسَ الاختياريه وروسا الجمعيات الخيرية,مشايخ القرى والمختايرون واعطاء لجالسَ الاختاريه وروسا الجمليات الخييريه
والاخويات الدينية,والاصويا الدينية
